rating_id,member_id,film_id,rated_at,engagement,promote
R00696807,1758,279,2000-11-22 00:49:23,0.795799,1
R00696808,1758,1103,2000-11-22 00:49:23,0.884661,1
R00696809,1758,2348,2000-11-22 00:49:23,0.785545,1
R00696810,1183,1297,2000-11-22 00:49:26,0.709843,1
R00696811,1183,1965,2000-11-22 00:49:26,0.712498,1
R00696812,1183,2150,2000-11-22 00:49:26,0.730424,1
R00696813,1183,2716,2000-11-22 00:49:26,0.815079,1
R00696814,1183,2746,2000-11-22 00:49:26,0.56775,0
R00696815,1183,2750,2000-11-22 00:49:26,0.703177,1
R00696816,1183,2918,2000-11-22 00:49:26,0.853691,1
R00696817,1183,3491,2000-11-22 00:49:26,0.394527,0
R00696818,1184,153,2000-11-22 00:49:28,0.217039,0
R00696819,1182,69,2000-11-22 00:49:30,0.449611,0
R00696820,1182,785,2000-11-22 00:49:30,0.388315,0
R00696821,1182,2302,2000-11-22 00:49:30,0.504752,0
R00696822,1279,1875,2000-11-22 00:49:31,0.154355,0
R00696823,1220,832,2000-11-22 00:49:35,0.395013,0
R00696824,1941,76,2000-11-22 00:49:38,0.159713,0
R00696825,1941,1391,2000-11-22 00:49:38,0.203571,0
R00696826,1941,2012,2000-11-22 00:49:38,0.266499,0
R00696827,1941,2311,2000-11-22 00:49:38,0.515899,0
R00696828,1941,2532,2000-11-22 00:49:38,0.192555,0
R00696829,1338,1035,2000-11-22 00:49:39,0.813539,1
R00696830,1182,480,2000-11-22 00:49:46,0.560619,0
R00696831,1184,2094,2000-11-22 00:49:46,0.333343,0
R00696832,1635,761,2000-11-22 00:49:52,0.386986,0
R00696833,1635,3489,2000-11-22 00:49:52,0.462955,0
R00696834,1243,3751,2000-11-22 00:49:55,0.773965,1
R00696835,1220,10,2000-11-22 00:50:00,0.370062,0
R00696836,1279,3274,2000-11-22 00:50:01,0.084176,0
R00696837,1941,2054,2000-11-22 00:50:11,0.184382,0
R00696838,1941,2094,2000-11-22 00:50:11,0.214521,0
R00696839,1941,2661,2000-11-22 00:50:11,0.327255,0
R00696840,1941,2663,2000-11-22 00:50:11,0.235599,0
R00696841,1941,2667,2000-11-22 00:50:11,0.188217,0
R00696842,1941,3638,2000-11-22 00:50:11,0.265029,0
R00696843,1635,547,2000-11-22 00:50:13,0.404066,0
R00696844,1635,2822,2000-11-22 00:50:13,0.454637,0
R00696845,1183,1081,2000-11-22 00:50:15,0.653069,1
R00696846,1183,1220,2000-11-22 00:50:15,0.726777,1
R00696847,1183,1257,2000-11-22 00:50:15,0.762917,1
R00696848,1183,1395,2000-11-22 00:50:15,0.496154,0
R00696849,1183,1663,2000-11-22 00:50:15,0.750074,1
R00696850,1183,3422,2000-11-22 00:50:15,0.509407,0
R00696851,1193,39,2000-11-22 00:50:17,0.433851,0
R00696852,1220,1834,2000-11-22 00:50:17,0.555722,0
R00696853,1184,168,2000-11-22 00:50:20,0.309339,0
R00696854,1243,3289,2000-11-22 00:50:23,0.715141,1
R00696855,1746,735,2000-11-22 00:50:24,0.740395,1
R00696856,1746,933,2000-11-22 00:50:24,0.916367,1
R00696857,1746,1307,2000-11-22 00:50:24,0.925302,1
R00696858,1746,3088,2000-11-22 00:50:24,0.90826,1
R00696859,1279,2004,2000-11-22 00:50:27,0.052018,0
R00696860,1220,1608,2000-11-22 00:50:32,0.457537,0
R00696861,1758,32,2000-11-22 00:50:32,0.896971,1
R00696862,1758,1635,2000-11-22 00:50:32,0.865579,1
R00696863,1758,2020,2000-11-22 00:50:32,0.897911,1
R00696864,1758,2028,2000-11-22 00:50:32,0.933123,1
R00696865,1758,3160,2000-11-22 00:50:32,0.89036,1
R00696866,1758,3521,2000-11-22 00:50:32,0.861308,1
R00696867,1635,2373,2000-11-22 00:50:34,0.300479,0
R00696868,1635,2642,2000-11-22 00:50:34,0.212158,0
R00696869,1184,208,2000-11-22 00:50:43,0.199891,0
R00696870,1243,3793,2000-11-22 00:50:47,0.7938,1
R00696871,1941,24,2000-11-22 00:50:47,0.293873,0
R00696872,1941,512,2000-11-22 00:50:47,0.106068,0
R00696873,1941,788,2000-11-22 00:50:47,0.183913,0
R00696874,1941,1371,2000-11-22 00:50:47,0.239175,0
R00696875,1941,2615,2000-11-22 00:50:47,0.259625,0
R00696876,1941,3032,2000-11-22 00:50:47,0.302174,0
R00696877,1941,3033,2000-11-22 00:50:47,0.28914,0
R00696878,1183,2001,2000-11-22 00:50:52,0.558617,0
R00696879,1183,2100,2000-11-22 00:50:52,0.494884,0
R00696880,1183,2110,2000-11-22 00:50:52,0.40773,0
R00696881,1183,2247,2000-11-22 00:50:52,0.40387,0
R00696882,1183,2915,2000-11-22 00:50:52,0.601453,0
R00696883,1183,3552,2000-11-22 00:50:52,0.735314,1
R00696884,1220,2183,2000-11-22 00:50:52,0.652135,1
R00696885,1812,57,2000-11-22 00:50:58,0.796996,1
R00696886,1184,466,2000-11-22 00:51:03,0.236921,0
R00696887,1184,1917,2000-11-22 00:51:03,0.402419,0
R00696888,1635,2450,2000-11-22 00:51:03,0.167786,0
R00696889,1635,2851,2000-11-22 00:51:03,0.227819,0
R00696890,1746,2248,2000-11-22 00:51:03,0.903601,1
R00696891,1746,3424,2000-11-22 00:51:03,0.875236,1
R00696892,1746,3516,2000-11-22 00:51:03,0.866604,1
R00696893,1220,733,2000-11-22 00:51:06,0.544732,0
R00696894,1183,2407,2000-11-22 00:51:10,0.55977,0
R00696895,1193,3874,2000-11-22 00:51:12,0.360505,0
R00696896,1941,196,2000-11-22 00:51:19,0.067947,0
R00696897,1941,379,2000-11-22 00:51:19,0.133702,0
R00696898,1941,2021,2000-11-22 00:51:19,0.34183,0
R00696899,1941,2530,2000-11-22 00:51:19,0.159875,0
R00696900,1941,3698,2000-11-22 00:51:19,0.180864,0
R00696901,1243,3831,2000-11-22 00:51:20,0.774766,1
R00696902,1635,3705,2000-11-22 00:51:20,0.210585,0
R00696903,1635,3877,2000-11-22 00:51:20,0.151863,0
R00696904,1746,1392,2000-11-22 00:51:32,0.864872,1
R00696905,1746,2791,2000-11-22 00:51:32,0.91562,1
R00696906,1184,3438,2000-11-22 00:51:33,0.175312,0
R00696907,1183,2145,2000-11-22 00:51:38,0.448308,0
R00696908,1183,2369,2000-11-22 00:51:38,0.290155,0
R00696909,1183,2795,2000-11-22 00:51:38,0.671606,1
R00696910,1183,3448,2000-11-22 00:51:38,0.641516,1
R00696911,1243,3317,2000-11-22 00:51:46,0.761946,1
R00696912,1635,2050,2000-11-22 00:51:49,0.217884,0
R00696913,1181,3879,2000-11-22 00:51:51,0.220343,0
R00696914,1279,597,2000-11-22 00:51:52,0.244663,0
R00696915,1758,2291,2000-11-22 00:51:53,0.828497,1
R00696916,1758,2890,2000-11-22 00:51:53,0.874378,1
R00696917,1746,223,2000-11-22 00:52:02,0.900777,1
R00696918,1746,1078,2000-11-22 00:52:02,0.86341,1
R00696919,1746,2502,2000-11-22 00:52:02,0.862249,1
R00696920,1941,1373,2000-11-22 00:52:07,0.127098,0
R00696921,1941,1876,2000-11-22 00:52:07,0.204397,0
R00696922,1941,2531,2000-11-22 00:52:07,0.152771,0
R00696923,1941,2701,2000-11-22 00:52:07,0.055578,0
R00696924,1941,3190,2000-11-22 00:52:07,0.090862,0
R00696925,1183,2111,2000-11-22 00:52:08,0.364179,0
R00696926,1183,2301,2000-11-22 00:52:08,0.556725,0
R00696927,1183,2752,2000-11-22 00:52:08,0.316576,0
R00696928,1183,2867,2000-11-22 00:52:08,0.477918,0
R00696929,1193,3052,2000-11-22 00:52:12,0.458213,0
R00696930,1193,3253,2000-11-22 00:52:12,0.393818,0
R00696931,1193,3255,2000-11-22 00:52:12,0.421534,0
R00696932,1184,1831,2000-11-22 00:52:15,0.180516,0
R00696933,1184,2421,2000-11-22 00:52:15,0.170283,0
R00696934,1220,1552,2000-11-22 00:52:21,0.362682,0
R00696935,1220,736,2000-11-22 00:52:35,0.323549,0
R00696936,1746,2926,2000-11-22 00:52:37,0.763804,1
R00696937,1193,500,2000-11-22 00:52:38,0.30957,0
R00696938,1193,2011,2000-11-22 00:52:38,0.278921,0
R00696939,1941,256,2000-11-22 00:52:40,0.139308,0
R00696940,1941,435,2000-11-22 00:52:40,0.120329,0
R00696941,1941,1882,2000-11-22 00:52:40,0.099899,0
R00696942,1941,2034,2000-11-22 00:52:40,0.115548,0
R00696943,1941,2053,2000-11-22 00:52:40,0.106125,0
R00696944,1812,2531,2000-11-22 00:52:41,0.557433,0
R00696945,1183,1958,2000-11-22 00:52:42,0.525995,0
R00696946,1183,2163,2000-11-22 00:52:42,0.230777,0
R00696947,1183,2406,2000-11-22 00:52:42,0.542233,0
R00696948,1183,2469,2000-11-22 00:52:42,0.398013,0
R00696949,1183,3591,2000-11-22 00:52:42,0.449891,0
R00696950,1243,3618,2000-11-22 00:52:51,0.561033,0
R00696951,1243,3745,2000-11-22 00:52:51,0.496697,0
R00696952,1243,3787,2000-11-22 00:52:51,0.751076,1
R00696953,1243,3795,2000-11-22 00:52:51,0.579582,0
R00696954,1181,3863,2000-11-22 00:52:54,0.345813,0
R00696955,1181,3946,2000-11-22 00:52:54,0.117137,0
R00696956,1184,360,2000-11-22 00:52:59,0.159577,0
R00696957,1635,908,2000-11-22 00:53:07,0.897851,1
R00696958,1635,1249,2000-11-22 00:53:07,0.732901,1
R00696959,1635,2791,2000-11-22 00:53:07,0.787914,1
R00696960,1243,3822,2000-11-22 00:53:09,0.715367,1
R00696961,1183,1135,2000-11-22 00:53:12,0.363697,0
R00696962,1183,2011,2000-11-22 00:53:12,0.423331,0
R00696963,1183,2054,2000-11-22 00:53:12,0.247016,0
R00696964,1183,2416,2000-11-22 00:53:12,0.394439,0
R00696965,1183,3740,2000-11-22 00:53:12,0.474249,0
R00696966,1220,3257,2000-11-22 00:53:14,0.211465,0
R00696967,1635,551,2000-11-22 00:53:24,0.618396,0
R00696968,1193,180,2000-11-22 00:53:32,0.353372,0
R00696969,1193,339,2000-11-22 00:53:32,0.319973,0
R00696970,1193,597,2000-11-22 00:53:32,0.39848,0
R00696971,1193,2081,2000-11-22 00:53:32,0.371789,0
R00696972,1193,2100,2000-11-22 00:53:32,0.273119,0
R00696973,1941,258,2000-11-22 00:53:33,0.135885,0
R00696974,1941,2642,2000-11-22 00:53:33,0.085687,0
R00696975,1941,2808,2000-11-22 00:53:33,0.100782,0
R00696976,1941,2986,2000-11-22 00:53:33,0.084695,0
R00696977,1941,3401,2000-11-22 00:53:33,0.091732,0
R00696978,1941,3802,2000-11-22 00:53:33,0.09372,0
R00696979,1812,736,2000-11-22 00:53:37,0.670961,1
R00696980,1220,2803,2000-11-22 00:53:40,0.450103,0
R00696981,1243,3534,2000-11-22 00:53:42,0.446279,0
R00696982,1243,3623,2000-11-22 00:53:42,0.546365,0
R00696983,1181,3889,2000-11-22 00:53:44,0.108098,0
R00696984,1183,2405,2000-11-22 00:53:53,0.308802,0
R00696985,1183,2792,2000-11-22 00:53:53,0.255003,0
R00696986,1183,3524,2000-11-22 00:53:53,0.444064,0
R00696987,1183,3846,2000-11-22 00:53:53,0.333764,0
R00696988,1184,1562,2000-11-22 00:54:02,0.120356,0
R00696989,1635,893,2000-11-22 00:54:05,0.645261,1
R00696990,1635,1580,2000-11-22 00:54:05,0.665654,1
R00696991,1635,3936,2000-11-22 00:54:05,0.723973,1
R00696992,1908,1610,2000-11-22 00:54:05,0.650306,1
R00696993,1941,160,2000-11-22 00:54:07,0.077001,0
R00696994,1941,173,2000-11-22 00:54:07,0.086653,0
R00696995,1941,405,2000-11-22 00:54:07,0.082898,0
R00696996,1941,692,2000-11-22 00:54:07,0.084629,0
R00696997,1941,2450,2000-11-22 00:54:07,0.091956,0
R00696998,1941,2526,2000-11-22 00:54:07,0.084606,0
R00696999,1279,216,2000-11-22 00:54:08,0.143754,0
R00697000,1279,231,2000-11-22 00:54:08,0.139469,0
R00697001,1279,252,2000-11-22 00:54:08,0.122337,0
R00697002,1279,491,2000-11-22 00:54:08,0.17421,0
R00697003,1279,1552,2000-11-22 00:54:08,0.120315,0
R00697004,1183,3385,2000-11-22 00:54:14,0.144678,0
R00697005,1426,1617,2000-11-22 00:54:14,0.895629,1
R00697006,1426,2186,2000-11-22 00:54:14,0.885701,1
R00697007,1812,3889,2000-11-22 00:54:17,0.483397,0
R00697008,1184,2720,2000-11-22 00:54:19,0.091048,0
R00697009,1193,342,2000-11-22 00:54:25,0.395819,0
R00697010,1193,3129,2000-11-22 00:54:25,0.324945,0
R00697011,1220,2605,2000-11-22 00:54:35,0.366515,0
R00697012,1183,1091,2000-11-22 00:54:42,0.193652,0
R00697013,1183,2134,2000-11-22 00:54:42,0.417899,0
R00697014,1183,2259,2000-11-22 00:54:42,0.179984,0
R00697015,1183,3033,2000-11-22 00:54:42,0.356334,0
R00697016,1183,3688,2000-11-22 00:54:42,0.216475,0
R00697017,1941,546,2000-11-22 00:54:42,0.041685,0
R00697018,1941,737,2000-11-22 00:54:42,0.065402,0
R00697019,1941,2643,2000-11-22 00:54:42,0.049491,0
R00697020,1279,3263,2000-11-22 00:54:50,0.110229,0
R00697021,1426,47,2000-11-22 00:54:52,0.867655,1
R00697022,1426,50,2000-11-22 00:54:52,0.930081,1
R00697023,1426,296,2000-11-22 00:54:52,0.909111,1
R00697024,1426,608,2000-11-22 00:54:52,0.913916,1
R00697025,1426,1089,2000-11-22 00:54:52,0.877857,1
R00697026,1193,3040,2000-11-22 00:55:00,0.213666,0
R00697027,1193,3809,2000-11-22 00:55:00,0.266375,0
R00697028,1183,2471,2000-11-22 00:55:06,0.157566,0
R00697029,1183,2794,2000-11-22 00:55:06,0.200045,0
R00697030,1812,2672,2000-11-22 00:55:09,0.739808,1
R00697031,1426,293,2000-11-22 00:55:22,0.877229,1
R00697032,1426,999,2000-11-22 00:55:22,0.639955,1
R00697033,1426,2000,2000-11-22 00:55:22,0.797259,1
R00697034,1426,2278,2000-11-22 00:55:22,0.625543,1
R00697035,1941,1,2000-11-22 00:55:32,0.723304,1
R00697036,1941,34,2000-11-22 00:55:33,0.606189,0
R00697037,1941,837,2000-11-22 00:55:33,0.363491,0
R00697038,1941,1023,2000-11-22 00:55:33,0.604823,0
R00697039,1941,2018,2000-11-22 00:55:33,0.51621,0
R00697040,1941,3114,2000-11-22 00:55:33,0.73535,1
R00697041,1941,3396,2000-11-22 00:55:33,0.548057,0
R00697042,1184,3461,2000-11-22 00:55:47,0.566871,0
R00697043,1183,260,2000-11-22 00:55:52,0.841578,1
R00697044,1183,541,2000-11-22 00:55:52,0.830669,1
R00697045,1183,1196,2000-11-22 00:55:52,0.793359,1
R00697046,1183,1214,2000-11-22 00:55:52,0.728,1
R00697047,1426,6,2000-11-22 00:55:52,0.760011,1
R00697048,1426,2231,2000-11-22 00:55:52,0.720687,1
R00697049,1426,2764,2000-11-22 00:55:52,0.736104,1
R00697050,1193,345,2000-11-22 00:56:03,0.430135,0
R00697051,1193,539,2000-11-22 00:56:03,0.406595,0
R00697052,1193,3740,2000-11-22 00:56:03,0.172015,0
R00697053,1181,457,2000-11-22 00:56:06,0.622719,1
R00697054,1181,1233,2000-11-22 00:56:06,0.627487,1
R00697055,1181,1754,2000-11-22 00:56:06,0.254632,0
R00697056,1181,2028,2000-11-22 00:56:06,0.716136,1
R00697057,1181,2692,2000-11-22 00:56:06,0.595399,0
R00697058,1184,1073,2000-11-22 00:56:06,0.625904,1
R00697059,1279,1569,2000-11-22 00:56:12,0.15705,0
R00697060,1941,596,2000-11-22 00:56:18,0.583067,0
R00697061,1941,1017,2000-11-22 00:56:18,0.378425,0
R00697062,1941,1907,2000-11-22 00:56:18,0.559912,0
R00697063,1941,2089,2000-11-22 00:56:18,0.323391,0
R00697064,1941,2430,2000-11-22 00:56:18,0.243508,0
R00697065,1941,2687,2000-11-22 00:56:19,0.574735,0
R00697066,1941,3776,2000-11-22 00:56:19,0.545102,0
R00697067,1183,1097,2000-11-22 00:56:21,0.680239,1
R00697068,1183,1199,2000-11-22 00:56:21,0.726527,1
R00697069,1183,3471,2000-11-22 00:56:21,0.741549,1
R00697070,1279,1836,2000-11-22 00:56:24,0.209379,0
R00697071,1184,592,2000-11-22 00:56:30,0.435667,0
R00697072,1184,2161,2000-11-22 00:56:30,0.45776,0
R00697073,1426,170,2000-11-22 00:56:32,0.486363,0
R00697074,1941,616,2000-11-22 00:56:48,0.500481,0
R00697075,1941,2137,2000-11-22 00:56:48,0.673917,1
R00697076,1941,2355,2000-11-22 00:56:48,0.692392,1
R00697077,1184,1017,2000-11-22 00:56:51,0.479582,0
R00697078,1183,1077,2000-11-22 00:56:55,0.650827,1
R00697079,1183,1240,2000-11-22 00:56:55,0.784325,1
R00697080,1183,1584,2000-11-22 00:56:55,0.661537,1
R00697081,1183,3702,2000-11-22 00:56:55,0.545378,0
R00697082,1183,3932,2000-11-22 00:56:55,0.676149,1
R00697083,1426,153,2000-11-22 00:56:56,0.252411,0
R00697084,1426,1562,2000-11-22 00:56:56,0.203228,0
R00697085,1193,1020,2000-11-22 00:57:09,0.196259,0
R00697086,1193,3087,2000-11-22 00:57:09,0.244364,0
R00697087,1184,941,2000-11-22 00:57:19,0.598204,0
R00697088,1184,2005,2000-11-22 00:57:19,0.472955,0
R00697089,1184,2099,2000-11-22 00:57:19,0.571855,0
R00697090,1183,2529,2000-11-22 00:57:21,0.603098,0
R00697091,1183,2571,2000-11-22 00:57:21,0.855292,1
R00697092,1183,2662,2000-11-22 00:57:21,0.673551,1
R00697093,1183,3576,2000-11-22 00:57:21,0.538248,0
R00697094,1181,1408,2000-11-22 00:57:23,0.471755,0
R00697095,1181,2278,2000-11-22 00:57:23,0.33568,0
R00697096,1181,2571,2000-11-22 00:57:23,0.744866,1
R00697097,1181,2912,2000-11-22 00:57:23,0.375311,0
R00697098,1181,3265,2000-11-22 00:57:23,0.580622,0
R00697099,1941,239,2000-11-22 00:57:25,0.313444,0
R00697100,1941,1012,2000-11-22 00:57:25,0.645029,1
R00697101,1941,1073,2000-11-22 00:57:25,0.63404,1
R00697102,1941,1967,2000-11-22 00:57:25,0.51547,0
R00697103,1941,2057,2000-11-22 00:57:25,0.396025,0
R00697104,1941,2085,2000-11-22 00:57:25,0.62963,1
R00697105,1941,2294,2000-11-22 00:57:25,0.526997,0
R00697106,1812,2615,2000-11-22 00:57:38,0.479285,0
R00697107,1184,986,2000-11-22 00:57:41,0.593679,0
R00697108,1184,1967,2000-11-22 00:57:41,0.558157,0
R00697109,1758,1296,2000-11-22 00:57:43,0.907414,1
R00697110,1758,1639,2000-11-22 00:57:43,0.874994,1
R00697111,1758,2175,2000-11-22 00:57:43,0.869989,1
R00697112,1758,2336,2000-11-22 00:57:43,0.917619,1
R00697113,1193,52,2000-11-22 00:57:45,0.347827,0
R00697114,1193,586,2000-11-22 00:57:45,0.245846,0
R00697115,1193,1732,2000-11-22 00:57:45,0.398487,0
R00697116,1183,2916,2000-11-22 00:57:49,0.664526,1
R00697117,1183,2968,2000-11-22 00:57:49,0.633741,1
R00697118,1184,2133,2000-11-22 00:58:00,0.416297,0
R00697119,1184,2470,2000-11-22 00:58:00,0.485396,0
R00697120,1941,531,2000-11-22 00:58:07,0.67037,1
R00697121,1941,1015,2000-11-22 00:58:07,0.478755,0
R00697122,1941,1025,2000-11-22 00:58:07,0.617857,0
R00697123,1941,1033,2000-11-22 00:58:07,0.5601,0
R00697124,1941,1713,2000-11-22 00:58:07,0.387937,0
R00697125,1941,2828,2000-11-22 00:58:07,0.178238,0
R00697126,1941,3034,2000-11-22 00:58:07,0.687608,1
R00697127,1941,3157,2000-11-22 00:58:07,0.45138,0
R00697128,1279,146,2000-11-22 00:58:08,0.233164,0
R00697129,1193,1888,2000-11-22 00:58:18,0.14559,0
R00697130,1184,1552,2000-11-22 00:58:23,0.350897,0
R00697131,1183,1127,2000-11-22 00:58:26,0.636279,1
R00697132,1183,1580,2000-11-22 00:58:26,0.709849,1
R00697133,1183,1909,2000-11-22 00:58:27,0.647943,1
R00697134,1183,2985,2000-11-22 00:58:27,0.582648,0
R00697135,1184,1009,2000-11-22 00:58:40,0.341511,0
R00697136,1941,13,2000-11-22 00:58:43,0.483412,0
R00697137,1941,2005,2000-11-22 00:58:43,0.476017,0
R00697138,1941,2015,2000-11-22 00:58:43,0.50435,0
R00697139,1941,2033,2000-11-22 00:58:43,0.444193,0
R00697140,1941,2059,2000-11-22 00:58:43,0.470922,0
R00697141,1193,368,2000-11-22 00:58:55,0.178673,0
R00697142,1193,1380,2000-11-22 00:58:55,0.318919,0
R00697143,1183,1129,2000-11-22 00:59:02,0.573381,0
R00697144,1183,1374,2000-11-22 00:59:02,0.76822,1
R00697145,1183,1527,2000-11-22 00:59:02,0.678387,1
R00697146,1183,1653,2000-11-22 00:59:02,0.729932,1
R00697147,1183,3927,2000-11-22 00:59:02,0.647148,1
R00697148,1193,1476,2000-11-22 00:59:09,0.257294,0
R00697149,1193,1918,2000-11-22 00:59:10,0.116482,0
R00697150,1279,292,2000-11-22 00:59:12,0.103625,0
R00697151,1279,1092,2000-11-22 00:59:12,0.283866,0
R00697152,1941,2,2000-11-22 00:59:13,0.36881,0
R00697153,1941,711,2000-11-22 00:59:13,0.190627,0
R00697154,1941,1009,2000-11-22 00:59:13,0.356289,0
R00697155,1941,2032,2000-11-22 00:59:13,0.395325,0
R00697156,1941,3397,2000-11-22 00:59:13,0.686851,1
R00697157,1183,1376,2000-11-22 00:59:25,0.636244,1
R00697158,1183,2657,2000-11-22 00:59:25,0.479497,0
R00697159,1220,527,2000-11-22 00:59:39,0.857254,1
R00697160,1941,241,2000-11-22 00:59:43,0.563155,0
R00697161,1941,1010,2000-11-22 00:59:43,0.508564,0
R00697162,1941,1014,2000-11-22 00:59:43,0.506897,0
R00697163,1941,1460,2000-11-22 00:59:43,0.34726,0
R00697164,1941,2052,2000-11-22 00:59:43,0.400271,0
R00697165,1941,2161,2000-11-22 00:59:43,0.543625,0
R00697166,1181,6,2000-11-22 00:59:56,0.546457,0
R00697167,1181,21,2000-11-22 00:59:56,0.439239,0
R00697168,1181,876,2000-11-22 00:59:56,0.202669,0
R00697169,1181,2006,2000-11-22 00:59:56,0.41023,0
R00697170,1181,2353,2000-11-22 00:59:56,0.477382,0
R00697171,1181,2916,2000-11-22 00:59:56,0.49205,0
R00697172,1184,2054,2000-11-22 01:00:00,0.198871,0
R00697173,1298,1274,2000-11-22 01:00:01,0.845272,1
R00697174,1941,1007,2000-11-22 01:00:14,0.407528,0
R00697175,1941,2040,2000-11-22 01:00:14,0.442072,0
R00697176,1941,2048,2000-11-22 01:00:14,0.572051,0
R00697177,1941,2082,2000-11-22 01:00:14,0.37492,0
R00697178,1941,2090,2000-11-22 01:00:14,0.585649,0
R00697179,1193,852,2000-11-22 01:00:19,0.189243,0
R00697180,1193,1378,2000-11-22 01:00:19,0.171809,0
R00697181,1193,2423,2000-11-22 01:00:19,0.309863,0
R00697182,1184,1544,2000-11-22 01:00:20,0.233629,0
R00697183,1184,3489,2000-11-22 01:00:20,0.253887,0
R00697184,1200,2560,2000-11-22 01:00:27,0.344781,0
R00697185,1200,2598,2000-11-22 01:00:28,0.261756,0
R00697186,1200,2686,2000-11-22 01:00:28,0.688366,1
R00697187,1279,830,2000-11-22 01:00:35,0.089091,0
R00697188,1279,2873,2000-11-22 01:00:35,0.110031,0
R00697189,1184,8,2000-11-22 01:00:40,0.280903,0
R00697190,1184,2043,2000-11-22 01:00:40,0.366804,0
R00697191,1941,362,2000-11-22 01:00:44,0.487855,0
R00697192,1941,609,2000-11-22 01:00:44,0.268078,0
R00697193,1941,1013,2000-11-22 01:00:44,0.65329,1
R00697194,1941,1018,2000-11-22 01:00:44,0.563089,0
R00697195,1941,2095,2000-11-22 01:00:44,0.433783,0
R00697196,1941,2709,2000-11-22 01:00:44,0.535544,0
R00697197,1200,2692,2000-11-22 01:00:49,0.742227,1
R00697198,1181,112,2000-11-22 01:00:58,0.30722,0
R00697199,1181,1527,2000-11-22 01:00:58,0.435793,0
R00697200,1181,1610,2000-11-22 01:00:58,0.641475,1
R00697201,1181,1769,2000-11-22 01:00:58,0.215533,0
R00697202,1941,60,2000-11-22 01:01:22,0.415815,0
R00697203,1941,317,2000-11-22 01:01:22,0.548185,0
R00697204,1941,709,2000-11-22 01:01:22,0.385517,0
R00697205,1941,2043,2000-11-22 01:01:22,0.437692,0
R00697206,1941,2091,2000-11-22 01:01:22,0.456921,0
R00697207,1941,2098,2000-11-22 01:01:22,0.509185,0
R00697208,1941,2142,2000-11-22 01:01:22,0.348903,0
R00697209,1426,1097,2000-11-22 01:01:40,0.825034,1
R00697210,1426,2054,2000-11-22 01:01:40,0.275509,0
R00697211,1426,2399,2000-11-22 01:01:40,0.293889,0
R00697212,1426,3489,2000-11-22 01:01:40,0.369217,0
R00697213,1193,3120,2000-11-22 01:01:41,0.140532,0
R00697214,1184,455,2000-11-22 01:01:55,0.171614,0
R00697215,1184,3401,2000-11-22 01:01:55,0.110551,0
R00697216,1279,2889,2000-11-22 01:01:56,0.173326,0
R00697217,1181,10,2000-11-22 01:02:02,0.415215,0
R00697218,1181,353,2000-11-22 01:02:02,0.383455,0
R00697219,1181,1573,2000-11-22 01:02:02,0.392592,0
R00697220,1181,1722,2000-11-22 01:02:02,0.376018,0
R00697221,1941,1016,2000-11-22 01:02:03,0.49585,0
R00697222,1941,1359,2000-11-22 01:02:03,0.177841,0
R00697223,1941,1588,2000-11-22 01:02:03,0.44087,0
R00697224,1941,2014,2000-11-22 01:02:03,0.473084,0
R00697225,1941,2016,2000-11-22 01:02:03,0.294111,0
R00697226,1941,2047,2000-11-22 01:02:03,0.517388,0
R00697227,1941,2141,2000-11-22 01:02:03,0.49498,0
R00697228,1193,2424,2000-11-22 01:02:24,0.238449,0
R00697229,1279,2710,2000-11-22 01:02:35,0.18625,0
R00697230,1941,158,2000-11-22 01:02:36,0.259955,0
R00697231,1941,586,2000-11-22 01:02:36,0.387586,0
R00697232,1941,1021,2000-11-22 01:02:36,0.296324,0
R00697233,1941,1064,2000-11-22 01:02:36,0.295944,0
R00697234,1941,2123,2000-11-22 01:02:36,0.278019,0
R00697235,1941,2429,2000-11-22 01:02:36,0.215725,0
R00697236,1193,2003,2000-11-22 01:02:47,0.190419,0
R00697237,1193,2134,2000-11-22 01:02:47,0.268943,0
R00697238,1193,2539,2000-11-22 01:02:47,0.233727,0
R00697239,1193,2567,2000-11-22 01:02:47,0.179303,0
R00697240,1202,337,2000-11-22 01:02:56,0.855818,1
R00697241,1202,1678,2000-11-22 01:02:56,0.845057,1
R00697242,1202,1747,2000-11-22 01:02:56,0.63335,1
R00697243,1202,2291,2000-11-22 01:02:56,0.808957,1
R00697244,1220,2804,2000-11-22 01:03:00,0.811713,1
R00697245,1941,881,2000-11-22 01:03:04,0.220946,0
R00697246,1941,1011,2000-11-22 01:03:04,0.157749,0
R00697247,1941,1848,2000-11-22 01:03:04,0.241157,0
R00697248,1941,2056,2000-11-22 01:03:04,0.442648,0
R00697249,1941,3672,2000-11-22 01:03:04,0.247389,0
R00697250,1279,236,2000-11-22 01:03:09,0.114644,0
R00697251,1279,517,2000-11-22 01:03:09,0.09446,0
R00697252,1202,1094,2000-11-22 01:03:17,0.813339,1
R00697253,1202,1271,2000-11-22 01:03:17,0.837561,1
R00697254,1184,3114,2000-11-22 01:03:22,0.802725,1
R00697255,1941,455,2000-11-22 01:03:35,0.185099,0
R00697256,1941,1702,2000-11-22 01:03:35,0.21375,0
R00697257,1941,2038,2000-11-22 01:03:35,0.303062,0
R00697258,1941,2051,2000-11-22 01:03:35,0.201446,0
R00697259,1941,2162,2000-11-22 01:03:35,0.172943,0
R00697260,1941,3438,2000-11-22 01:03:35,0.136523,0
