rating_id,f_hour,f_dow,f_month,f_is_weekend,f_days_into_period,f_gender,f_age_band,f_occupation,f_region,f_release_year,f_film_age_years,f_genre_count,f_is_multi_genre,f_mbr_prior_ratings,f_mbr_prior_likes,f_mbr_like_rate,f_mbr_mean_stars,f_mbr_tenure_days,f_mbr_ratings_per_day,f_mbr_is_new,f_film_prior_ratings,f_film_prior_likes,f_film_like_rate,f_film_mean_stars,f_film_days_on_shelf,f_film_is_new,f_genre_prior_ratings,f_genre_like_rate,f_mbr_stars_spread,f_film_stars_spread,f_mbr_recent_rate,f_mbr_days_since_prev,f_occupation_rate,f_age_band_rate,f_region_rate,f_mbr_vs_portfolio,f_film_vs_portfolio,f_mbr_stars_vs_portfolio,f_genre_vs_member
R00695284,0,2,11,0,0,1,25,12,9,1995.0,5.0,3,1,98.0,22.0,0.263461,2.693878,0.0,98.0,0,1009.0,592.0,0.586661,3.631318,209.0,0,36.0,0.312099,1.172892,0.940684,0.2,0.000556,0.609999,0.566582,0.587782,-0.318268,0.004931,-0.905161,0.048638
R00695285,0,2,11,0,0,1,25,12,9,1994.0,6.0,3,1,98.0,22.0,0.263461,2.693878,0.0,98.0,0,785.0,524.0,0.666224,3.757962,209.0,0,36.0,0.312099,1.172892,0.838571,0.2,0.000556,0.609999,0.566582,0.587782,-0.318268,0.084495,-0.905161,0.048638
R00695286,0,2,11,0,0,1,25,12,9,1997.0,3.0,2,1,98.0,22.0,0.263461,2.693878,0.0,98.0,0,755.0,453.0,0.599714,3.629139,209.0,0,36.0,0.312099,1.172892,0.9365,0.2,0.000556,0.609999,0.566582,0.587782,-0.318268,0.017984,-0.905161,0.048638
R00695287,0,2,11,0,0,1,25,12,9,1999.0,1.0,4,1,98.0,22.0,0.263461,2.693878,0.0,98.0,0,1669.0,850.0,0.509804,3.433194,209.0,0,36.0,0.312099,1.172892,1.130174,0.2,0.000556,0.609999,0.566582,0.587782,-0.318268,-0.071926,-0.905161,0.048638
R00695288,0,2,11,0,0,1,25,12,9,1999.0,1.0,2,1,98.0,22.0,0.263461,2.693878,0.0,98.0,0,676.0,326.0,0.483984,3.381657,209.0,0,36.0,0.312099,1.172892,0.971131,0.2,0.000556,0.609999,0.566582,0.587782,-0.318268,-0.097746,-0.905161,0.048638
R00695289,0,2,11,0,0,1,1,10,4,1994.0,6.0,2,1,41.0,12.0,0.358127,2.902439,0.0,41.0,0,114.0,33.0,0.317308,2.719298,209.0,0,3.0,0.598717,1.007409,1.217625,0.3,0.000509,0.56441,0.574904,0.567586,-0.223602,-0.264422,-0.696599,0.24059
R00695290,0,2,11,0,0,1,25,12,9,1991.0,9.0,2,1,104.0,25.0,0.275696,2.711538,0.0,104.0,0,598.0,284.0,0.477018,3.426421,209.0,0,42.0,0.332977,1.165803,0.93274,0.3,1.2e-05,0.609999,0.566582,0.587782,-0.306034,-0.104712,-0.8875,0.057281
R00695291,0,2,11,0,0,0,1,10,1,1988.0,12.0,1,0,83.0,55.0,0.652429,3.783133,0.0,83.0,0,84.0,20.0,0.28105,2.369048,209.0,0,32.0,0.567744,0.850913,1.26095,0.55,0.000509,0.56441,0.574904,0.58581,0.070699,-0.30068,0.184094,-0.084685
R00695292,0,2,11,0,0,1,25,17,0,1995.0,5.0,2,1,491.0,306.0,0.622228,3.739308,0.0,491.0,0,170.0,136.0,0.785609,4.029412,207.0,0,76.0,0.772509,1.408898,0.792809,0.5,0.000428,0.583566,0.566582,0.603908,0.040498,0.203879,0.140269,0.15028
R00695293,0,2,11,0,0,1,25,17,0,1995.0,5.0,3,1,491.0,306.0,0.622228,3.739308,0.0,491.0,0,390.0,228.0,0.584529,3.612821,209.0,0,76.0,0.772509,1.408898,0.917823,0.5,0.000428,0.583566,0.566582,0.603908,0.040498,0.002799,0.140269,0.15028
R00695294,0,2,11,0,0,1,25,17,0,1992.0,8.0,3,1,491.0,306.0,0.622228,3.739308,0.0,491.0,0,886.0,554.0,0.6247,3.717833,210.0,0,76.0,0.772509,1.408898,0.994033,0.5,0.000428,0.583566,0.566582,0.603908,0.040498,0.04297,0.140269,0.15028
R00695295,0,2,11,0,0,1,25,17,0,1999.0,1.0,2,1,491.0,306.0,0.622228,3.739308,0.0,491.0,0,686.0,455.0,0.661864,3.771137,209.0,0,76.0,0.772509,1.408898,1.018108,0.5,0.000428,0.583566,0.566582,0.603908,0.040498,0.080134,0.140269,0.15028
R00695296,0,2,11,0,0,1,35,17,9,1995.0,5.0,2,1,149.0,49.0,0.347707,2.919463,1.0,149.0,0,101.0,19.0,0.229918,2.405941,207.0,0,16.0,0.499313,1.234389,1.24422,0.05,0.000463,0.583566,0.595411,0.587782,-0.234023,-0.351812,-0.679575,0.151606
R00695297,0,2,11,0,0,1,35,17,9,1985.0,15.0,1,0,149.0,49.0,0.347707,2.919463,1.0,149.0,0,202.0,40.0,0.219536,2.440594,209.0,0,94.0,0.320573,1.234389,1.125288,0.05,0.000463,0.583566,0.595411,0.587782,-0.234023,-0.362194,-0.679575,-0.027133
R00695298,0,2,11,0,0,1,35,17,9,1987.0,13.0,1,0,149.0,49.0,0.347707,2.919463,1.0,149.0,0,195.0,53.0,0.289762,2.635897,209.0,0,94.0,0.320573,1.234389,1.116654,0.05,0.000463,0.583566,0.595411,0.587782,-0.234023,-0.291968,-0.679575,-0.027133
R00695299,0,2,11,0,0,1,35,17,9,1988.0,12.0,1,0,149.0,49.0,0.347707,2.919463,1.0,149.0,0,174.0,23.0,0.161187,2.252874,209.0,0,94.0,0.320573,1.234389,1.047366,0.05,0.000463,0.583566,0.595411,0.587782,-0.234023,-0.420543,-0.679575,-0.027133
R00695300,0,2,11,0,0,1,35,17,9,1989.0,11.0,2,1,149.0,49.0,0.347707,2.919463,1.0,149.0,0,208.0,24.0,0.140822,2.288462,209.0,0,94.0,0.320573,1.234389,0.996852,0.05,0.000463,0.583566,0.595411,0.587782,-0.234023,-0.440908,-0.679575,-0.027133
R00695301,0,2,11,0,0,1,35,17,9,1983.0,17.0,2,1,149.0,49.0,0.347707,2.919463,1.0,149.0,0,120.0,18.0,0.189248,2.475,208.0,0,94.0,0.320573,1.234389,1.040533,0.05,0.000463,0.583566,0.595411,0.587782,-0.234023,-0.392482,-0.679575,-0.027133
R00695302,0,2,11,0,0,1,35,17,9,1981.0,19.0,1,0,155.0,50.0,0.341202,2.870968,1.0,155.0,0,26.0,7.0,0.367915,2.615385,201.0,0,99.0,0.306133,1.253175,1.416304,0.1,1.2e-05,0.583566,0.595411,0.587782,-0.240528,-0.213815,-0.72807,-0.035069
R00695303,0,2,11,0,0,0,35,1,9,1998.0,2.0,1,0,9.0,5.0,0.570512,3.333333,0.0,9.0,0,169.0,38.0,0.248512,2.763314,208.0,0,2.0,0.570054,1.333333,0.998616,0.625,0.001343,0.578805,0.595411,0.587782,-0.011218,-0.333217,-0.265705,-0.000458
R00695304,0,2,11,0,0,0,35,1,9,1986.0,14.0,3,1,9.0,5.0,0.570512,3.333333,0.0,9.0,0,110.0,46.0,0.434269,3.290909,209.0,0,1.0,0.613904,1.333333,0.917957,0.625,0.001343,0.578805,0.595411,0.587782,-0.011218,-0.147461,-0.265705,0.043392
R00695305,0,2,11,0,0,0,35,1,9,2000.0,0.0,1,0,9.0,5.0,0.570512,3.333333,0.0,9.0,0,279.0,96.0,0.353886,3.046595,208.0,0,2.0,0.498626,1.333333,0.954886,0.625,0.001343,0.578805,0.595411,0.587782,-0.011218,-0.227844,-0.265705,-0.071887
R00695306,0,2,11,0,0,1,18,4,9,1997.0,3.0,2,1,841.0,435.0,0.518149,3.50654,1.0,841.0,0,158.0,97.0,0.611652,3.702532,209.0,0,59.0,0.563109,1.059588,0.910623,0.4,0.000278,0.575766,0.564425,0.587782,-0.063581,0.029922,-0.092498,0.044961
R00695307,0,2,11,0,0,1,25,17,0,1996.0,4.0,2,1,495.0,310.0,0.625209,3.745455,0.0,495.0,0,114.0,60.0,0.531593,3.482456,209.0,0,80.0,0.7824,1.405564,0.870898,0.65,0.00015,0.583566,0.566582,0.603908,0.043479,-0.050136,0.146416,0.157191
R00695308,0,2,11,0,0,1,25,11,9,1989.0,11.0,1,0,266.0,107.0,0.410003,3.191729,1.0,266.0,0,451.0,309.0,0.682464,3.86918,209.0,0,43.0,0.490559,1.139222,0.921872,0.3,0.000602,0.576096,0.566582,0.587782,-0.171727,0.100734,-0.407309,0.080556
R00695309,0,2,11,0,0,1,25,11,9,1984.0,16.0,1,0,266.0,107.0,0.410003,3.191729,1.0,266.0,0,352.0,229.0,0.648299,3.798295,209.0,0,43.0,0.490559,1.139222,0.886578,0.3,0.000602,0.576096,0.566582,0.587782,-0.171727,0.066569,-0.407309,0.080556
R00695310,0,2,11,0,0,0,35,0,9,1995.0,5.0,4,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,267.0,151.0,0.566239,3.543071,209.0,0,8.0,0.649038,0.881287,0.920541,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,-0.01549,0.700962,-0.100695
R00695311,0,2,11,0,0,0,35,0,9,1990.0,10.0,3,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,634.0,423.0,0.665605,3.76183,209.0,0,8.0,0.649038,0.881287,0.932278,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,0.083875,0.700962,-0.100695
R00695312,0,2,11,0,0,0,35,0,9,1962.0,38.0,2,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,260.0,189.0,0.720517,3.884615,209.0,0,12.0,0.790865,0.881287,0.851556,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,0.138788,0.700962,0.041132
R00695313,0,2,11,0,0,0,35,0,9,1998.0,2.0,3,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,613.0,388.0,0.631969,3.794454,209.0,0,12.0,0.790865,0.881287,1.034559,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,0.050239,0.700962,0.041132
R00695314,0,2,11,0,0,0,35,0,9,1956.0,44.0,3,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,70.0,40.0,0.572936,3.571429,201.0,0,4.0,0.561297,0.881287,0.903508,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,-0.008794,0.700962,-0.188435
R00695315,0,2,11,0,0,0,35,0,9,1955.0,45.0,1,0,60.0,47.0,0.749733,4.3,0.0,60.0,0,20.0,11.0,0.561899,3.6,195.0,0,12.0,0.790865,0.881287,0.734847,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,-0.019831,0.700962,0.041132
R00695316,0,2,11,0,0,0,35,0,9,1988.0,12.0,3,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,1309.0,811.0,0.619213,3.672269,209.0,0,0.0,0.58173,0.881287,0.977362,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,0.037484,0.700962,-0.168003
R00695317,0,2,11,0,0,0,35,0,9,1950.0,50.0,2,1,60.0,47.0,0.749733,4.3,0.0,60.0,0,105.0,75.0,0.70069,3.895238,209.0,0,8.0,0.649038,0.881287,0.791909,0.65,0.001366,0.551976,0.595411,0.587782,0.168003,0.11896,0.700962,-0.100695
R00695318,0,2,11,0,0,1,25,17,0,1994.0,6.0,2,1,496.0,310.0,0.623978,3.743952,0.0,496.0,0,115.0,34.0,0.322683,2.730435,209.0,0,80.0,0.651965,1.404545,1.218136,0.65,0.000382,0.583566,0.566582,0.603908,0.042248,-0.259047,0.144914,0.027987
R00695319,0,2,11,0,0,1,25,17,0,1993.0,7.0,3,1,496.0,310.0,0.623978,3.743952,0.0,496.0,0,390.0,106.0,0.281047,2.794872,209.0,0,172.0,0.559678,1.404545,1.092621,0.65,0.000382,0.583566,0.566582,0.603908,0.042248,-0.300683,0.144914,-0.0643
R00695320,0,2,11,0,0,1,25,17,0,1994.0,6.0,3,1,496.0,310.0,0.623978,3.743952,0.0,496.0,0,163.0,47.0,0.308461,2.932515,206.0,0,80.0,0.651965,1.404545,1.016,0.65,0.000382,0.583566,0.566582,0.603908,0.042248,-0.273268,0.144914,0.027987
R00695321,0,2,11,0,0,1,25,17,0,1995.0,5.0,4,1,496.0,310.0,0.623978,3.743952,0.0,496.0,0,149.0,15.0,0.136526,2.234899,209.0,0,172.0,0.559678,1.404545,0.999257,0.65,0.000382,0.583566,0.566582,0.603908,0.042248,-0.445203,0.144914,-0.0643
R00695322,0,2,11,0,0,1,25,17,0,1997.0,3.0,3,1,496.0,310.0,0.623978,3.743952,0.0,496.0,0,390.0,146.0,0.380549,3.053846,209.0,0,172.0,0.559678,1.404545,1.109249,0.65,0.000382,0.583566,0.566582,0.603908,0.042248,-0.201181,0.144914,-0.0643
R00695323,0,2,11,0,0,1,1,10,4,1994.0,6.0,3,1,42.0,13.0,0.370014,2.928571,0.0,42.0,0,1618.0,1229.0,0.75827,4.094561,210.0,0,4.0,0.623797,1.00931,0.995829,0.3,0.000625,0.56441,0.574904,0.567586,-0.211716,0.176541,-0.670467,0.253783
R00695324,0,2,11,0,0,1,25,12,9,1995.0,5.0,2,1,105.0,25.0,0.27334,2.714286,0.0,105.0,0,573.0,329.0,0.574326,3.56719,209.0,0,43.0,0.326923,1.160577,1.02044,0.3,0.000417,0.609999,0.566582,0.587782,-0.30839,-0.007404,-0.884752,0.053583
R00695325,0,2,11,0,0,1,25,12,9,1992.0,8.0,2,1,105.0,25.0,0.27334,2.714286,0.0,105.0,0,45.0,26.0,0.57861,3.6,191.0,0,43.0,0.326923,1.160577,1.041367,0.3,0.000417,0.609999,0.566582,0.587782,-0.30839,-0.00312,-0.884752,0.053583
R00695326,0,2,11,0,0,1,25,12,9,1993.0,7.0,3,1,105.0,25.0,0.27334,2.714286,0.0,105.0,0,475.0,334.0,0.700166,3.949474,209.0,0,43.0,0.326923,1.160577,0.961126,0.3,0.000417,0.609999,0.566582,0.587782,-0.30839,0.118436,-0.884752,0.053583
R00695327,0,2,11,0,0,1,25,12,9,1993.0,7.0,2,1,105.0,25.0,0.27334,2.714286,0.0,105.0,0,379.0,195.0,0.516575,3.511873,209.0,0,43.0,0.326923,1.160577,0.983635,0.3,0.000417,0.609999,0.566582,0.587782,-0.30839,-0.065155,-0.884752,0.053583
R00695328,0,2,11,0,0,1,25,11,9,1986.0,14.0,3,1,268.0,108.0,0.410646,3.190299,1.0,268.0,0,840.0,512.0,0.609132,3.655952,209.0,0,48.0,0.449679,1.138366,1.010404,0.25,0.000266,0.576096,0.566582,0.587782,-0.171084,0.027403,-0.40874,0.039034
R00695329,0,2,11,0,0,1,25,11,9,1983.0,17.0,1,0,268.0,108.0,0.410646,3.190299,1.0,268.0,0,171.0,107.0,0.622846,3.725146,209.0,0,45.0,0.49089,1.138366,0.830986,0.25,0.000266,0.576096,0.566582,0.587782,-0.171084,0.041116,-0.40874,0.080245
R00695330,0,2,11,0,0,1,25,11,9,1986.0,14.0,3,1,268.0,108.0,0.410646,3.190299,1.0,268.0,0,532.0,298.0,0.560626,3.588346,156.0,0,48.0,0.449679,1.138366,0.837163,0.25,0.000266,0.576096,0.566582,0.587782,-0.171084,-0.021103,-0.40874,0.039034
R00695331,0,2,11,0,0,1,18,4,0,1996.0,4.0,1,0,497.0,248.0,0.500945,3.275654,2.0,248.5,0,71.0,20.0,0.325069,3.042254,196.0,0,68.0,0.424759,1.313324,0.829672,0.15,0.001238,0.575766,0.564425,0.603908,-0.080785,-0.25666,-0.323384,-0.076185
R00695332,0,2,11,0,0,0,1,10,1,1989.0,11.0,1,0,84.0,56.0,0.65605,3.785714,0.0,84.0,0,95.0,13.0,0.186736,2.136842,209.0,0,33.0,0.57735,0.84616,1.184199,0.6,0.00103,0.56441,0.574904,0.58581,0.07432,-0.394994,0.186676,-0.078699
R00695333,0,2,11,0,0,0,1,10,1,1984.0,16.0,2,1,84.0,56.0,0.65605,3.785714,0.0,84.0,0,158.0,38.0,0.264593,2.493671,209.0,0,33.0,0.57735,0.84616,1.189335,0.6,0.00103,0.56441,0.574904,0.58581,0.07432,-0.317137,0.186676,-0.078699
R00695334,0,2,11,0,0,0,1,10,1,1988.0,12.0,1,0,84.0,56.0,0.65605,3.785714,0.0,84.0,0,83.0,16.0,0.241903,2.518072,114.0,0,33.0,0.57735,0.84616,1.133939,0.6,0.00103,0.56441,0.574904,0.58581,0.07432,-0.339827,0.186676,-0.078699
R00695335,0,2,11,0,0,0,35,1,9,1994.0,6.0,1,0,12.0,7.0,0.582532,3.416667,0.0,12.0,0,51.0,25.0,0.507631,3.45098,207.0,0,3.0,0.598717,1.320248,1.142988,0.545455,0.000509,0.578805,0.595411,0.587782,0.000802,-0.074099,-0.182371,0.016186
R00695336,0,2,11,0,0,0,35,1,9,1986.0,14.0,3,1,12.0,7.0,0.582532,3.416667,0.0,12.0,0,233.0,84.0,0.37135,3.137339,209.0,0,3.0,0.53205,1.320248,0.930193,0.545455,0.000509,0.578805,0.595411,0.587782,0.000802,-0.21038,-0.182371,-0.050481
R00695337,0,2,11,0,0,0,35,1,9,1999.0,1.0,1,0,12.0,7.0,0.582532,3.416667,0.0,12.0,0,181.0,58.0,0.336688,2.928177,207.0,0,0.0,0.58173,1.320248,1.107649,0.545455,0.000509,0.578805,0.595411,0.587782,0.000802,-0.245042,-0.182371,-0.000802
R00695338,0,2,11,0,0,1,25,17,0,1994.0,6.0,2,1,501.0,310.0,0.617896,3.720559,0.0,501.0,0,102.0,10.0,0.148954,2.215686,201.0,0,82.0,0.638093,1.419059,1.034952,0.4,0.000231,0.583566,0.566582,0.603908,0.036166,-0.432776,0.121521,0.020197
R00695339,0,2,11,0,0,1,25,17,0,1997.0,3.0,2,1,501.0,310.0,0.617896,3.720559,0.0,501.0,0,98.0,14.0,0.190734,2.183673,207.0,0,82.0,0.638093,1.419059,1.137011,0.4,0.000231,0.583566,0.566582,0.603908,0.036166,-0.390996,0.121521,0.020197
R00695340,0,2,11,0,0,1,25,17,0,1998.0,2.0,4,1,501.0,310.0,0.617896,3.720559,0.0,501.0,0,252.0,66.0,0.276442,2.797619,208.0,0,1.0,0.613904,1.419059,1.09595,0.4,0.000231,0.583566,0.566582,0.603908,0.036166,-0.305288,0.121521,-0.003992
R00695341,0,2,11,0,0,1,18,4,9,1995.0,5.0,2,1,842.0,435.0,0.517542,3.505938,1.0,842.0,0,205.0,48.0,0.253368,2.8,209.0,0,192.0,0.558729,1.059103,1.004381,0.4,0.000845,0.575766,0.564425,0.587782,-0.064188,-0.328362,-0.0931,0.041187
R00695342,0,2,11,0,0,1,18,4,9,1993.0,7.0,3,1,842.0,435.0,0.517542,3.505938,1.0,842.0,0,368.0,155.0,0.426265,3.241848,209.0,0,192.0,0.558729,1.059103,1.028765,0.4,0.000845,0.575766,0.564425,0.587782,-0.064188,-0.155465,-0.0931,0.041187
R00695343,0,2,11,0,0,1,18,4,9,1991.0,9.0,2,1,842.0,435.0,0.517542,3.505938,1.0,842.0,0,50.0,7.0,0.225496,1.98,206.0,0,60.0,0.555288,1.059103,1.086094,0.4,0.000845,0.575766,0.564425,0.587782,-0.064188,-0.356234,-0.0931,0.037746
R00695344,0,2,11,0,0,1,18,4,0,1926.0,74.0,1,0,498.0,248.0,0.499962,3.271084,2.0,249.0,0,27.0,14.0,0.537968,3.444444,199.0,0,69.0,0.419516,1.315954,1.165343,0.15,0.001134,0.575766,0.564425,0.603908,-0.081768,-0.043762,-0.327954,-0.080447
R00695345,0,2,11,0,0,1,18,4,0,1998.0,2.0,3,1,498.0,248.0,0.499962,3.271084,2.0,249.0,0,256.0,94.0,0.376794,3.023438,209.0,0,188.0,0.569904,1.315954,1.100176,0.15,0.001134,0.575766,0.564425,0.603908,-0.081768,-0.204936,-0.327954,0.069942
R00695346,0,2,11,0,0,1,25,12,9,1997.0,3.0,3,1,109.0,26.0,0.272568,2.706422,0.0,109.0,0,667.0,304.0,0.457998,3.313343,209.0,0,47.0,0.321708,1.175458,1.021149,0.35,0.000289,0.609999,0.566582,0.587782,-0.309162,-0.123732,-0.892616,0.04914
R00695347,0,2,11,0,0,1,25,12,9,1998.0,2.0,3,1,109.0,26.0,0.272568,2.706422,0.0,109.0,0,274.0,140.0,0.513919,3.430657,206.0,0,47.0,0.321708,1.175458,1.034412,0.35,0.000289,0.609999,0.566582,0.587782,-0.309162,-0.067811,-0.892616,0.04914
R00695348,0,2,11,0,0,1,25,12,9,1990.0,10.0,3,1,109.0,26.0,0.272568,2.706422,0.0,109.0,0,575.0,271.0,0.473562,3.34087,209.0,0,47.0,0.321708,1.175458,1.08041,0.35,0.000289,0.609999,0.566582,0.587782,-0.309162,-0.108168,-0.892616,0.04914
R00695349,0,2,11,0,0,0,35,0,9,1939.0,61.0,2,1,68.0,53.0,0.749759,4.294118,0.0,68.0,0,100.0,83.0,0.8034,4.12,209.0,0,6.0,0.610042,0.875463,0.765245,0.75,0.000463,0.551976,0.595411,0.587782,0.16803,0.22167,0.69508,-0.139717
R00695350,0,2,11,0,0,0,35,0,9,1977.0,23.0,2,1,68.0,53.0,0.749759,4.294118,0.0,68.0,0,1003.0,801.0,0.79604,4.152542,210.0,0,6.0,0.610042,0.875463,0.96894,0.75,0.000463,0.551976,0.595411,0.587782,0.16803,0.21431,0.69508,-0.139717
R00695351,0,2,11,0,0,0,35,0,9,1955.0,45.0,2,1,68.0,53.0,0.749759,4.294118,0.0,68.0,0,134.0,102.0,0.746444,3.962687,207.0,0,5.0,0.587103,0.875463,0.841168,0.75,0.000463,0.551976,0.595411,0.587782,0.16803,0.164714,0.69508,-0.162656
R00695352,0,2,11,0,0,0,35,0,9,1941.0,59.0,2,1,68.0,53.0,0.749759,4.294118,0.0,68.0,0,104.0,84.0,0.784317,4.153846,207.0,0,6.0,0.610042,0.875463,0.90691,0.75,0.000463,0.551976,0.595411,0.587782,0.16803,0.202587,0.69508,-0.139717
R00695353,0,2,11,0,0,0,35,0,9,1940.0,60.0,2,1,68.0,53.0,0.749759,4.294118,0.0,68.0,0,133.0,108.0,0.792971,4.067669,209.0,0,6.0,0.610042,0.875463,0.787071,0.75,0.000463,0.551976,0.595411,0.587782,0.16803,0.211241,0.69508,-0.139717
R00695354,0,2,11,0,0,1,18,19,9,1987.0,13.0,4,1,44.0,33.0,0.713942,4.045455,0.0,44.0,0,398.0,268.0,0.670685,3.791457,209.0,0,15.0,0.665954,0.851591,1.142697,0.75,0.000868,0.535934,0.564425,0.587782,0.132212,0.088955,0.446416,-0.047988
R00695355,0,2,11,0,0,1,25,12,9,1996.0,4.0,3,1,112.0,28.0,0.282103,2.723214,0.0,112.0,0,921.0,482.0,0.524095,3.45494,209.0,0,50.0,0.338399,1.1742,0.971013,0.4,0.000243,0.609999,0.566582,0.587782,-0.299627,-0.057635,-0.875824,0.056296
R00695356,0,2,11,0,0,1,35,17,9,1995.0,5.0,2,1,156.0,50.0,0.339171,2.865385,1.0,156.0,0,126.0,26.0,0.238991,2.452381,198.0,0,100.0,0.3034,1.251084,1.244717,0.1,0.00088,0.583566,0.595411,0.587782,-0.242559,-0.342739,-0.733653,-0.035772
R00695357,0,2,11,0,0,1,35,17,9,1997.0,3.0,1,0,156.0,50.0,0.339171,2.865385,1.0,156.0,0,90.0,9.0,0.156674,2.133333,209.0,0,100.0,0.3034,1.251084,1.056199,0.1,0.00088,0.583566,0.595411,0.587782,-0.242559,-0.425056,-0.733653,-0.035772
R00695358,0,2,11,0,0,1,35,17,9,1989.0,11.0,1,0,156.0,50.0,0.339171,2.865385,1.0,156.0,0,96.0,14.0,0.194266,2.15625,209.0,0,100.0,0.3034,1.251084,1.193106,0.1,0.00088,0.583566,0.595411,0.587782,-0.242559,-0.387463,-0.733653,-0.035772
R00695359,0,2,11,0,0,1,35,17,9,1984.0,16.0,2,1,156.0,50.0,0.339171,2.865385,1.0,156.0,0,159.0,38.0,0.263045,2.496855,209.0,0,100.0,0.3034,1.251084,1.186264,0.1,0.00088,0.583566,0.595411,0.587782,-0.242559,-0.318684,-0.733653,-0.035772
R00695360,0,2,11,0,0,0,35,0,9,1997.0,3.0,2,1,73.0,58.0,0.764479,4.30137,0.0,73.0,0,13.0,3.0,0.39923,3.0,209.0,0,10.0,0.680944,0.85504,1.037749,0.85,0.000208,0.551976,0.595411,0.587782,0.18275,-0.182499,0.702332,-0.083536
R00695361,0,2,11,0,0,1,18,4,9,1998.0,2.0,3,1,845.0,437.0,0.518064,3.506509,1.0,845.0,0,122.0,43.0,0.372991,2.97541,209.0,0,61.0,0.547682,1.057637,1.141347,0.5,0.000359,0.575766,0.564425,0.587782,-0.063666,-0.208739,-0.092529,0.029618
R00695362,0,2,11,0,0,1,18,4,9,1990.0,10.0,3,1,845.0,437.0,0.518064,3.506509,1.0,845.0,0,103.0,52.0,0.512876,3.514563,200.0,0,194.0,0.563013,1.057637,0.974072,0.5,0.000359,0.575766,0.564425,0.587782,-0.063666,-0.068854,-0.092529,0.044949
R00695363,0,2,11,0,0,1,25,17,0,1986.0,14.0,3,1,504.0,310.0,0.614304,3.704365,0.0,504.0,0,397.0,228.0,0.574525,3.652393,209.0,0,33.0,0.444017,1.430223,0.98353,0.3,0.000405,0.583566,0.566582,0.603908,0.032574,-0.007205,0.105327,-0.170287
R00695364,0,2,11,0,0,1,25,17,0,1985.0,15.0,3,1,504.0,310.0,0.614304,3.704365,0.0,504.0,0,485.0,255.0,0.527124,3.482474,208.0,0,33.0,0.444017,1.430223,1.092713,0.3,0.000405,0.583566,0.566582,0.603908,0.032574,-0.054606,0.105327,-0.170287
R00695365,0,2,11,0,0,1,25,17,0,1984.0,16.0,3,1,504.0,310.0,0.614304,3.704365,0.0,504.0,0,836.0,395.0,0.474034,3.425837,209.0,0,84.0,0.6248,1.430223,0.860067,0.3,0.000405,0.583566,0.566582,0.603908,0.032574,-0.107696,0.105327,0.010496
R00695366,0,2,11,0,0,1,25,17,0,1988.0,12.0,2,1,504.0,310.0,0.614304,3.704365,0.0,504.0,0,1096.0,626.0,0.571282,3.585766,210.0,0,84.0,0.6248,1.430223,0.942671,0.3,0.000405,0.583566,0.566582,0.603908,0.032574,-0.010447,0.105327,0.010496
R00695367,0,2,11,0,0,1,25,17,0,1988.0,12.0,2,1,504.0,310.0,0.614304,3.704365,0.0,504.0,0,1079.0,761.0,0.703924,3.862836,209.0,0,84.0,0.6248,1.430223,0.866266,0.3,0.000405,0.583566,0.566582,0.603908,0.032574,0.122194,0.105327,0.010496
R00695368,0,2,11,0,0,1,25,17,0,1958.0,42.0,3,1,504.0,310.0,0.614304,3.704365,0.0,504.0,0,186.0,106.0,0.57061,3.580645,209.0,0,175.0,0.550699,1.430223,0.936966,0.3,0.000405,0.583566,0.566582,0.603908,0.032574,-0.01112,0.105327,-0.063605
R00695369,0,2,11,0,0,0,1,10,1,1983.0,17.0,1,0,87.0,57.0,0.64627,3.770115,0.0,87.0,0,71.0,10.0,0.204587,2.056338,208.0,0,36.0,0.562099,0.840103,1.254707,0.7,0.000579,0.56441,0.574904,0.58581,0.064541,-0.377142,0.171077,-0.084171
R00695370,0,2,11,0,0,1,1,10,4,1996.0,4.0,3,1,43.0,14.0,0.381468,2.953488,0.0,43.0,0,1284.0,723.0,0.563257,3.518692,209.0,0,18.0,0.432692,1.010491,1.117181,0.35,0.001157,0.56441,0.574904,0.567586,-0.200261,-0.018473,-0.64555,0.051224
R00695371,0,2,11,0,0,1,1,10,4,1970.0,30.0,1,0,43.0,14.0,0.381468,2.953488,0.0,43.0,0,137.0,83.0,0.603898,3.671533,207.0,0,0.0,0.58173,1.010491,0.997145,0.35,0.001157,0.56441,0.574904,0.567586,-0.200261,0.022168,-0.64555,0.200261
