flight_id,tail_number,departed_at,risk_score,watch
F00218177,N612UX,2024-02-05 17:15:00,0.005178,0
F00218178,N620UX,2024-02-05 17:15:00,0.016848,0
F00218179,N7883A,2024-02-05 17:15:00,0.017743,0
F00218180,N8309C,2024-02-05 17:15:00,0.001317,0
F00218181,N8311Q,2024-02-05 17:15:00,0.026174,0
F00218182,N8640D,2024-02-05 17:15:00,0.001558,0
F00218183,N8705Q,2024-02-05 17:15:00,4.1e-05,0
F00218184,N909WN,2024-02-05 17:15:00,0.000188,0
F00218185,N927UW,2024-02-05 17:15:00,8.4e-05,0
F00218186,N947NN,2024-02-05 17:15:00,0.000735,0
F00218187,N949WN,2024-02-05 17:15:00,0.000344,0
F00218188,N963AN,2024-02-05 17:15:00,0.001793,0
F00218189,N342SX,2024-02-05 17:17:00,3.6e-05,0
F00218190,N900EV,2024-02-05 17:17:00,0.000683,0
F00218191,N967NN,2024-02-05 17:17:00,0.000267,0
F00218192,N147AA,2024-02-05 17:18:00,9e-06,0
F00218193,N105UW,2024-02-05 17:19:00,0.000494,0
F00218194,N557UW,2024-02-05 17:19:00,0.000425,0
F00218195,N745SK,2024-02-05 17:19:00,0.001364,0
F00218196,N208WN,2024-02-05 17:20:00,0.002329,0
F00218197,N229WN,2024-02-05 17:20:00,0.030392,0
F00218198,N285WN,2024-02-05 17:20:00,0.002746,0
F00218199,N301NB,2024-02-05 17:20:00,7e-05,0
F00218200,N302DU,2024-02-05 17:20:00,0.000535,0
F00218201,N340NB,2024-02-05 17:20:00,0.000585,0
F00218202,N410WN,2024-02-05 17:20:00,0.001186,0
F00218203,N411AN,2024-02-05 17:20:00,0.000999,0
F00218204,N469WN,2024-02-05 17:20:00,0.032776,0
F00218205,N555LV,2024-02-05 17:20:00,0.005544,0
F00218206,N564WN,2024-02-05 17:20:00,0.561055,1
F00218207,N614UX,2024-02-05 17:20:00,0.004878,0
F00218208,N625UX,2024-02-05 17:20:00,0.040254,0
F00218209,N7732A,2024-02-05 17:20:00,0.003159,0
F00218210,N788SK,2024-02-05 17:20:00,0.076804,0
F00218211,N8502Z,2024-02-05 17:20:00,0.003099,0
F00218212,N8572X,2024-02-05 17:20:00,0.005968,0
F00218213,N8581Z,2024-02-05 17:20:00,0.000285,0
F00218214,N8582Z,2024-02-05 17:20:00,0.000158,0
F00218215,N8617E,2024-02-05 17:20:00,0.027547,0
F00218216,N8643A,2024-02-05 17:20:00,0.00233,0
F00218217,N8656B,2024-02-05 17:20:00,5.1e-05,0
F00218218,N871NN,2024-02-05 17:20:00,0.00081,0
F00218219,N8737L,2024-02-05 17:20:00,0.000301,0
F00218220,N8882Q,2024-02-05 17:20:00,0.001733,0
F00218221,N889DN,2024-02-05 17:20:00,0.000395,0
F00218222,N917WN,2024-02-05 17:20:00,0.002411,0
F00218223,N946WN,2024-02-05 17:20:00,0.000299,0
F00218224,N740UW,2024-02-05 17:22:00,4.5e-05,0
F00218225,N125DN,2024-02-05 17:25:00,0.000537,0
F00218226,N128SY,2024-02-05 17:25:00,0.015347,0
F00218227,N148AN,2024-02-05 17:25:00,5.1e-05,0
F00218228,N216WR,2024-02-05 17:25:00,0.011017,0
F00218229,N249WN,2024-02-05 17:25:00,0.000817,0
F00218230,N262WN,2024-02-05 17:25:00,0.03477,0
F00218231,N291WN,2024-02-05 17:25:00,0.039249,0
F00218232,N315NB,2024-02-05 17:25:00,2.6e-05,0
F00218233,N331DN,2024-02-05 17:25:00,0.000423,0
F00218234,N3769L,2024-02-05 17:25:00,0.000327,0
F00218235,N778XF,2024-02-05 17:25:00,0.001208,0
F00218236,N822SK,2024-02-05 17:25:00,0.00028,0
F00218237,N8305E,2024-02-05 17:25:00,0.003465,0
F00218238,N8527Q,2024-02-05 17:25:00,0.000142,0
F00218239,N8567Z,2024-02-05 17:25:00,0.000135,0
F00218240,N856AS,2024-02-05 17:25:00,0.008846,0
F00218241,N8609A,2024-02-05 17:25:00,0.000194,0
F00218242,N8795L,2024-02-05 17:25:00,0.001457,0
F00218243,N8906K,2024-02-05 17:25:00,0.000104,0
F00218244,N8918Q,2024-02-05 17:25:00,0.000215,0
F00218245,N823AW,2024-02-05 17:26:00,0.017051,0
F00218246,N189SY,2024-02-05 17:27:00,0.012494,0
F00218247,N453AA,2024-02-05 17:27:00,0.000264,0
F00218248,N608UX,2024-02-05 17:27:00,6.4e-05,0
F00218249,N958NN,2024-02-05 17:27:00,0.000236,0
F00218250,N586UW,2024-02-05 17:28:00,3.6e-05,0
F00218251,N836NN,2024-02-05 17:28:00,2.3e-05,0
F00218252,N876NN,2024-02-05 17:28:00,0.000442,0
F00218253,N944AN,2024-02-05 17:28:00,0.000126,0
F00218254,N111ZM,2024-02-05 17:29:00,8.2e-05,0
F00218255,N142AN,2024-02-05 17:29:00,0.000447,0
F00218256,N188SY,2024-02-05 17:29:00,0.000203,0
F00218257,N256SY,2024-02-05 17:29:00,0.001674,0
F00218258,N861NN,2024-02-05 17:29:00,0.000393,0
F00218259,N128UW,2024-02-05 17:30:00,0.000412,0
F00218260,N171US,2024-02-05 17:30:00,2e-05,0
F00218261,N200WN,2024-02-05 17:30:00,0.00126,0
F00218262,N254SY,2024-02-05 17:30:00,0.016344,0
F00218263,N305DU,2024-02-05 17:30:00,0.00052,0
F00218264,N366NW,2024-02-05 17:30:00,0.000543,0
F00218265,N3771K,2024-02-05 17:30:00,0.004154,0
F00218266,N385DN,2024-02-05 17:30:00,9.5e-05,0
F00218267,N404WN,2024-02-05 17:30:00,0.249588,1
F00218268,N416WN,2024-02-05 17:30:00,0.024526,0
F00218269,N429WN,2024-02-05 17:30:00,0.00017,0
F00218270,N523UW,2024-02-05 17:30:00,0.000421,0
F00218271,N524DE,2024-02-05 17:30:00,0.00027,0
F00218272,N717UW,2024-02-05 17:30:00,0.000208,0
F00218273,N7738A,2024-02-05 17:30:00,0.039638,0
F00218274,N834NN,2024-02-05 17:30:00,0.000293,0
F00218275,N8559Q,2024-02-05 17:30:00,0.000259,0
F00218276,N8583Z,2024-02-05 17:30:00,0.000108,0
F00218277,N8604K,2024-02-05 17:30:00,0.001194,0
F00218278,N8659D,2024-02-05 17:30:00,0.002039,0
F00218279,N8663A,2024-02-05 17:30:00,3.1e-05,0
F00218280,N8671D,2024-02-05 17:30:00,2.5e-05,0
F00218281,N8675A,2024-02-05 17:30:00,9.4e-05,0
F00218282,N8684F,2024-02-05 17:30:00,0.000107,0
F00218283,N8782Q,2024-02-05 17:30:00,0.000341,0
F00218284,N8790Q,2024-02-05 17:30:00,0.000326,0
F00218285,N8871Q,2024-02-05 17:30:00,0.037298,0
F00218286,N967WN,2024-02-05 17:30:00,0.519864,1
F00218287,N104UW,2024-02-05 17:33:00,0.002577,0
F00218288,N121AN,2024-02-05 17:33:00,0.000308,0
F00218289,N129AA,2024-02-05 17:33:00,7.7e-05,0
F00218290,N957AT,2024-02-05 17:33:00,0.000477,0
F00218291,N718EV,2024-02-05 17:34:00,0.000664,0
F00218292,N753EV,2024-02-05 17:34:00,0.001068,0
F00218293,N901AA,2024-02-05 17:34:00,2.6e-05,0
F00218294,N118DU,2024-02-05 17:35:00,0.000493,0
F00218295,N276WN,2024-02-05 17:35:00,0.001967,0
F00218296,N308TB,2024-02-05 17:35:00,0.000303,0
F00218297,N342NW,2024-02-05 17:35:00,0.000378,0
F00218298,N397DA,2024-02-05 17:35:00,0.00057,0
F00218299,N418DX,2024-02-05 17:35:00,6.1e-05,0
F00218300,N443WN,2024-02-05 17:35:00,0.00019,0
F00218301,N458WN,2024-02-05 17:35:00,0.000129,0
F00218302,N488WN,2024-02-05 17:35:00,0.000184,0
F00218303,N502SY,2024-02-05 17:35:00,0.013898,0
F00218304,N652AW,2024-02-05 17:35:00,3.5e-05,0
F00218305,N7731A,2024-02-05 17:35:00,9.2e-05,0
F00218306,N7822A,2024-02-05 17:35:00,0.001141,0
F00218307,N838DN,2024-02-05 17:35:00,3.9e-05,0
F00218308,N8533S,2024-02-05 17:35:00,0.002811,0
F00218309,N8648A,2024-02-05 17:35:00,0.002331,0
F00218310,N8688J,2024-02-05 17:35:00,0.000456,0
F00218311,N8723Q,2024-02-05 17:35:00,0.006696,0
F00218312,N8875B,2024-02-05 17:35:00,0.003209,0
F00218313,N8920Q,2024-02-05 17:35:00,0.000155,0
F00218314,N937AT,2024-02-05 17:35:00,0.000241,0
F00218315,N106SY,2024-02-05 17:36:00,0.001644,0
F00218316,N585UW,2024-02-05 17:36:00,1.8e-05,0
F00218317,N730US,2024-02-05 17:36:00,0.000272,0
F00218318,N772XF,2024-02-05 17:36:00,0.141798,1
F00218319,N813NN,2024-02-05 17:36:00,0.000461,0
F00218320,N551UW,2024-02-05 17:37:00,0.000491,0
F00218321,N140SY,2024-02-05 17:38:00,0.000525,0
F00218322,N468AN,2024-02-05 17:38:00,0.000307,0
F00218323,N929SW,2024-02-05 17:38:00,0.006716,0
F00218324,N980AT,2024-02-05 17:38:00,0.000107,0
F00218325,N832NN,2024-02-05 17:39:00,0.000149,0
F00218326,N112DU,2024-02-05 17:40:00,2e-05,0
F00218327,N168SY,2024-02-05 17:40:00,0.000286,0
F00218328,N186SY,2024-02-05 17:40:00,0.012698,0
F00218329,N253SY,2024-02-05 17:40:00,0.001881,0
F00218330,N261SY,2024-02-05 17:40:00,0.0014,0
F00218331,N301SY,2024-02-05 17:40:00,0.000457,0
F00218332,N321DU,2024-02-05 17:40:00,0.010296,0
F00218333,N329DN,2024-02-05 17:40:00,0.000467,0
F00218334,N493WN,2024-02-05 17:40:00,0.00192,0
F00218335,N607AT,2024-02-05 17:40:00,0.000832,0
F00218336,N694DL,2024-02-05 17:40:00,0.000194,0
F00218337,N7866A,2024-02-05 17:40:00,0.006525,0
F00218338,N828DN,2024-02-05 17:40:00,0.000121,0
F00218339,N8536Z,2024-02-05 17:40:00,0.00099,0
F00218340,N855DN,2024-02-05 17:40:00,3.6e-05,0
F00218341,N865DN,2024-02-05 17:40:00,0.000273,0
F00218342,N8838Q,2024-02-05 17:40:00,0.002834,0
F00218343,N8871Q,2024-02-05 17:40:00,0.036769,0
F00218344,N895AT,2024-02-05 17:40:00,0.00024,0
F00218345,N965AT,2024-02-05 17:41:00,6.1e-05,0
F00218346,N164NN,2024-02-05 17:42:00,2.2e-05,0
F00218347,N787SK,2024-02-05 17:42:00,0.062278,0
F00218348,N820DX,2024-02-05 17:43:00,0.000452,0
F00218349,N939AN,2024-02-05 17:43:00,0.000243,0
F00218350,N938DZ,2024-02-05 17:44:00,9.6e-05,0
F00218351,N120DN,2024-02-05 17:45:00,0.000504,0
F00218352,N121DZ,2024-02-05 17:45:00,2.5e-05,0
F00218353,N231WN,2024-02-05 17:45:00,0.001738,0
F00218354,N259WN,2024-02-05 17:45:00,2.7e-05,0
F00218355,N316DN,2024-02-05 17:45:00,0.000486,0
F00218356,N342NB,2024-02-05 17:45:00,2e-05,0
F00218357,N344NW,2024-02-05 17:45:00,0.000601,0
F00218358,N351NW,2024-02-05 17:45:00,9.2e-05,0
F00218359,N381DZ,2024-02-05 17:45:00,0.000479,0
F00218360,N395DN,2024-02-05 17:45:00,0.000367,0
F00218361,N447WN,2024-02-05 17:45:00,0.001039,0
F00218362,N553NW,2024-02-05 17:45:00,0.000372,0
F00218363,N561WN,2024-02-05 17:45:00,0.011379,0
F00218364,N7743B,2024-02-05 17:45:00,0.000113,0
F00218365,N7853B,2024-02-05 17:45:00,6.8e-05,0
F00218366,N8509U,2024-02-05 17:45:00,0.001128,0
F00218367,N8668A,2024-02-05 17:45:00,2.9e-05,0
F00218368,N866DN,2024-02-05 17:45:00,0.000123,0
F00218369,N8674B,2024-02-05 17:45:00,0.004417,0
F00218370,N8691A,2024-02-05 17:45:00,0.012176,0
F00218371,N8732S,2024-02-05 17:45:00,0.003314,0
F00218372,N8827Q,2024-02-05 17:45:00,1.9e-05,0
F00218373,N920WN,2024-02-05 17:45:00,0.013487,0
F00218374,N935DZ,2024-02-05 17:45:00,0.000266,0
F00218375,N943WN,2024-02-05 17:45:00,0.000191,0
F00218376,N955AT,2024-02-05 17:45:00,1.1e-05,0
F00218377,N766SK,2024-02-05 17:46:00,0.00039,0
F00218378,N936DZ,2024-02-05 17:46:00,8.1e-05,0
F00218379,N102DN,2024-02-05 17:47:00,5.2e-05,0
F00218380,N607SK,2024-02-05 17:47:00,0.000297,0
F00218381,N847NN,2024-02-05 17:47:00,0.000201,0
F00218382,N149SY,2024-02-05 17:48:00,0.00509,0
F00218383,N309SY,2024-02-05 17:48:00,0.000298,0
F00218384,N294SY,2024-02-05 17:49:00,0.02208,0
F00218385,N576UW,2024-02-05 17:49:00,0.00047,0
F00218386,N106DN,2024-02-05 17:50:00,0.000249,0
F00218387,N118SY,2024-02-05 17:50:00,5.1e-05,0
F00218388,N119SY,2024-02-05 17:50:00,0.026005,0
F00218389,N142SY,2024-02-05 17:50:00,0.00012,0
F00218390,N150SY,2024-02-05 17:50:00,0.001566,0
F00218391,N153SY,2024-02-05 17:50:00,0.000237,0
F00218392,N201LV,2024-02-05 17:50:00,0.007891,0
F00218393,N205WN,2024-02-05 17:50:00,0.020268,0
F00218394,N337NW,2024-02-05 17:50:00,0.000399,0
F00218395,N552NW,2024-02-05 17:50:00,0.000387,0
F00218396,N6712B,2024-02-05 17:50:00,0.00037,0
F00218397,N765US,2024-02-05 17:50:00,0.000147,0
F00218398,N7874B,2024-02-05 17:50:00,1.5e-05,0
F00218399,N8518R,2024-02-05 17:50:00,0.000246,0
F00218400,N858DZ,2024-02-05 17:50:00,0.000107,0
F00218401,N8748Q,2024-02-05 17:50:00,0.007883,0
F00218402,N8842L,2024-02-05 17:50:00,0.002612,0
F00218403,N8848Q,2024-02-05 17:50:00,0.053142,0
F00218404,N969NN,2024-02-05 17:50:00,0.000103,0
F00218405,N732SK,2024-02-05 17:51:00,0.003088,0
F00218406,N161PQ,2024-02-05 17:52:00,6e-05,0
F00218407,N144SY,2024-02-05 17:53:00,0.001739,0
F00218408,N305SY,2024-02-05 17:53:00,0.000907,0
F00218409,N322SY,2024-02-05 17:53:00,0.043049,0
F00218410,N501SY,2024-02-05 17:53:00,0.000406,0
F00218411,N979UY,2024-02-05 17:54:00,1.3e-05,0
F00218412,N202WN,2024-02-05 17:55:00,0.000208,0
F00218413,N265SY,2024-02-05 17:55:00,0.000165,0
F00218414,N334NW,2024-02-05 17:55:00,0.000224,0
F00218415,N3737C,2024-02-05 17:55:00,0.000306,0
F00218416,N391DA,2024-02-05 17:55:00,0.187205,1
F00218417,N464SW,2024-02-05 17:55:00,5.3e-05,0
F00218418,N481WN,2024-02-05 17:55:00,0.002254,0
F00218419,N492WN,2024-02-05 17:55:00,0.006846,0
F00218420,N625CA,2024-02-05 17:55:00,0.00075,0
F00218421,N679AW,2024-02-05 17:55:00,4.9e-05,0
F00218422,N7721E,2024-02-05 17:55:00,0.002285,0
F00218423,N7722B,2024-02-05 17:55:00,0.000229,0
F00218424,N7740A,2024-02-05 17:55:00,0.000258,0
F00218425,N8312C,2024-02-05 17:55:00,0.020534,0
F00218426,N8504G,2024-02-05 17:55:00,9e-06,0
F00218427,N8524Z,2024-02-05 17:55:00,0.007349,0
F00218428,N8540V,2024-02-05 17:55:00,0.000185,0
F00218429,N8614M,2024-02-05 17:55:00,0.034127,0
F00218430,N8755L,2024-02-05 17:55:00,5.5e-05,0
F00218431,N8840Q,2024-02-05 17:55:00,2.7e-05,0
F00218432,N913DU,2024-02-05 17:55:00,9.9e-05,0
F00218433,N951DX,2024-02-05 17:55:00,0.000358,0
F00218434,N971AT,2024-02-05 17:55:00,0.002437,0
F00218435,N162UW,2024-02-05 17:56:00,0.000482,0
F00218436,N802AW,2024-02-05 17:56:00,0.134256,1
F00218437,N107US,2024-02-05 17:57:00,0.000108,0
F00218438,N876AS,2024-02-05 17:58:00,0.559104,1
F00218439,N947DZ,2024-02-05 17:58:00,0.000535,0
F00218440,N309DN,2024-02-05 17:59:00,0.00065,0
F00218441,N338NB,2024-02-05 17:59:00,8.3e-05,0
F00218442,N387DN,2024-02-05 17:59:00,0.000173,0
F00218443,N390DN,2024-02-05 17:59:00,0.00034,0
F00218444,N834DN,2024-02-05 17:59:00,2.9e-05,0
F00218445,N979AT,2024-02-05 17:59:00,1.6e-05,0
F00218446,N983AN,2024-02-05 17:59:00,1.6e-05,0
F00218447,N123UW,2024-02-05 18:00:00,2.3e-05,0
F00218448,N133DU,2024-02-05 18:00:00,0.000506,0
F00218449,N277WN,2024-02-05 18:00:00,0.051454,0
F00218450,N281SY,2024-02-05 18:00:00,0.000354,0
F00218451,N287SY,2024-02-05 18:00:00,7.9e-05,0
F00218452,N294WN,2024-02-05 18:00:00,0.026435,0
F00218453,N3735D,2024-02-05 18:00:00,0.000265,0
F00218454,N375DN,2024-02-05 18:00:00,0.000296,0
F00218455,N378DN,2024-02-05 18:00:00,0.000367,0
F00218456,N409WN,2024-02-05 18:00:00,0.001331,0
F00218457,N453WN,2024-02-05 18:00:00,0.000305,0
F00218458,N547US,2024-02-05 18:00:00,0.000217,0
F00218459,N569WN,2024-02-05 18:00:00,0.014512,0
F00218460,N586NW,2024-02-05 18:00:00,0.000428,0
F00218461,N609UX,2024-02-05 18:00:00,0.02694,0
F00218462,N611SK,2024-02-05 18:00:00,0.000373,0
F00218463,N622UX,2024-02-05 18:00:00,0.000272,0
F00218464,N706TW,2024-02-05 18:00:00,0.000114,0
F00218465,N741EV,2024-02-05 18:00:00,1.8e-05,0
F00218466,N7720F,2024-02-05 18:00:00,0.046815,0
F00218467,N7749B,2024-02-05 18:00:00,4.7e-05,0
F00218468,N774XF,2024-02-05 18:00:00,0.001163,0
F00218469,N7750A,2024-02-05 18:00:00,0.000396,0
F00218470,N7867A,2024-02-05 18:00:00,0.00192,0
F00218471,N8628A,2024-02-05 18:00:00,5.3e-05,0
F00218472,N8756S,2024-02-05 18:00:00,0.0003,0
F00218473,N8845L,2024-02-05 18:00:00,0.000231,0
F00218474,N8853Q,2024-02-05 18:00:00,0.000222,0
F00218475,N888DU,2024-02-05 18:00:00,0.000919,0
F00218476,N903AA,2024-02-05 18:00:00,2.3e-05,0
F00218477,N942AT,2024-02-05 18:00:00,0.000227,0
F00218478,N944NN,2024-02-05 18:00:00,0.000306,0
F00218479,N949AT,2024-02-05 18:00:00,0.000202,0
F00218480,N956DZ,2024-02-05 18:00:00,6.4e-05,0
F00218481,N961WN,2024-02-05 18:00:00,0.015555,0
F00218482,N973AN,2024-02-05 18:00:00,0.000346,0
F00218483,N989AT,2024-02-05 18:00:00,0.000333,0
F00218484,N359PX,2024-02-05 18:01:00,2.7e-05,0
F00218485,N417AN,2024-02-05 18:01:00,9.8e-05,0
F00218486,N945AT,2024-02-05 18:01:00,0.000364,0
F00218487,N994AN,2024-02-05 18:01:00,2.8e-05,0
F00218488,N814AW,2024-02-05 18:02:00,0.120732,1
F00218489,N908AN,2024-02-05 18:03:00,0.00045,0
F00218490,N989AN,2024-02-05 18:03:00,5.3e-05,0
F00218491,N819AW,2024-02-05 18:04:00,0.038882,0
F00218492,N960SW,2024-02-05 18:04:00,0.193989,1
F00218493,N970UY,2024-02-05 18:04:00,0.000225,0
F00218494,N995AN,2024-02-05 18:04:00,0.000274,0
F00218495,N114SY,2024-02-05 18:05:00,0.001566,0
F00218496,N273SY,2024-02-05 18:05:00,0.015728,0
F00218497,N301DU,2024-02-05 18:05:00,0.000427,0
F00218498,N317DU,2024-02-05 18:05:00,0.000536,0
F00218499,N349NW,2024-02-05 18:05:00,0.374184,1
F00218500,N3753,2024-02-05 18:05:00,0.000154,0
F00218501,N487CA,2024-02-05 18:05:00,9.6e-05,0
F00218502,N704X,2024-02-05 18:05:00,0.000296,0
F00218503,N7704B,2024-02-05 18:05:00,0.000157,0
F00218504,N7885A,2024-02-05 18:05:00,2.5e-05,0
F00218505,N8317M,2024-02-05 18:05:00,0.035826,0
F00218506,N932DZ,2024-02-05 18:05:00,3.4e-05,0
F00218507,N944DZ,2024-02-05 18:05:00,0.000131,0
F00218508,N957SW,2024-02-05 18:05:00,0.000207,0
F00218509,N962DZ,2024-02-05 18:05:00,4.3e-05,0
F00218510,N542US,2024-02-05 18:06:00,0.000196,0
F00218511,N978UY,2024-02-05 18:07:00,1.7e-05,0
F00218512,N306RC,2024-02-05 18:08:00,0.000151,0
F00218513,N479CA,2024-02-05 18:08:00,0.003706,0
F00218514,N514SY,2024-02-05 18:08:00,0.000398,0
F00218515,N102DU,2024-02-05 18:09:00,0.000236,0
F00218516,N465AN,2024-02-05 18:09:00,9.5e-05,0
F00218517,N603SK,2024-02-05 18:09:00,0.001782,0
F00218518,N122DU,2024-02-05 18:10:00,2.2e-05,0
F00218519,N138SY,2024-02-05 18:10:00,0.000278,0
F00218520,N208SY,2024-02-05 18:10:00,0.018684,0
F00218521,N274SY,2024-02-05 18:10:00,0.003397,0
F00218522,N318NB,2024-02-05 18:10:00,0.000198,0
F00218523,N3754A,2024-02-05 18:10:00,0.00012,0
F00218524,N403WN,2024-02-05 18:10:00,0.007472,0
F00218525,N468WN,2024-02-05 18:10:00,0.000506,0
F00218526,N659DL,2024-02-05 18:10:00,0.00035,0
F00218527,N768US,2024-02-05 18:10:00,0.56444,1
F00218528,N7844A,2024-02-05 18:10:00,0.023789,0
F00218529,N7879A,2024-02-05 18:10:00,0.000137,0
F00218530,N830SK,2024-02-05 18:10:00,4.7e-05,0
F00218531,N8512U,2024-02-05 18:10:00,5.6e-05,0
F00218532,N8522P,2024-02-05 18:10:00,0.00221,0
F00218533,N8548P,2024-02-05 18:10:00,3.7e-05,0
F00218534,N860DN,2024-02-05 18:10:00,0.00021,0
F00218535,N8718Q,2024-02-05 18:10:00,0.002349,0
F00218536,N8722L,2024-02-05 18:10:00,0.010441,0
F00218537,N8804L,2024-02-05 18:10:00,0.000719,0
F00218538,N8892S,2024-02-05 18:10:00,0.035403,0
F00218539,N8911Q,2024-02-05 18:10:00,0.000478,0
F00218540,N941WN,2024-02-05 18:10:00,0.002756,0
F00218541,N961SW,2024-02-05 18:10:00,0.003423,0
F00218542,N968WN,2024-02-05 18:10:00,0.00824,0
F00218543,N970SW,2024-02-05 18:10:00,0.000808,0
F00218544,N649AW,2024-02-05 18:11:00,0.000125,0
F00218545,N335PH,2024-02-05 18:12:00,7.2e-05,0
F00218546,N679DA,2024-02-05 18:12:00,0.000166,0
F00218547,N704US,2024-02-05 18:12:00,0.000487,0
F00218548,N822DX,2024-02-05 18:12:00,0.000233,0
F00218549,N827NN,2024-02-05 18:12:00,3e-05,0
F00218550,N830AW,2024-02-05 18:12:00,0.000223,0
F00218551,N857NN,2024-02-05 18:12:00,0.000329,0
F00218552,N151UW,2024-02-05 18:13:00,2.3e-05,0
F00218553,N374DA,2024-02-05 18:13:00,0.000244,0
F00218554,N891AT,2024-02-05 18:13:00,0.000185,0
F00218555,N954AN,2024-02-05 18:13:00,0.001806,0
F00218556,N961NN,2024-02-05 18:13:00,2e-05,0
F00218557,N177US,2024-02-05 18:14:00,1e-05,0
F00218558,N957AN,2024-02-05 18:14:00,0.000249,0
F00218559,N163SY,2024-02-05 18:15:00,0.000934,0
F00218560,N380DA,2024-02-05 18:15:00,0.000243,0
F00218561,N410AN,2024-02-05 18:15:00,0.00045,0
F00218562,N435WN,2024-02-05 18:15:00,9.1e-05,0
F00218563,N438WN,2024-02-05 18:15:00,0.010617,0
F00218564,N535US,2024-02-05 18:15:00,0.000274,0
F00218565,N544DN,2024-02-05 18:15:00,9.8e-05,0
F00218566,N613SK,2024-02-05 18:15:00,0.000346,0
F00218567,N679CA,2024-02-05 18:15:00,0.001727,0
F00218568,N771SK,2024-02-05 18:15:00,0.007644,0
F00218569,N7729A,2024-02-05 18:15:00,0.000151,0
F00218570,N798AN,2024-02-05 18:15:00,8.8e-05,0
F00218571,N8544Z,2024-02-05 18:15:00,0.021702,0
F00218572,N8623F,2024-02-05 18:15:00,0.000318,0
F00218573,N8649A,2024-02-05 18:15:00,3.1e-05,0
F00218574,N8682B,2024-02-05 18:15:00,0.015381,0
F00218575,N8749Q,2024-02-05 18:15:00,0.000505,0
F00218576,N8773Q,2024-02-05 18:15:00,2.2e-05,0
F00218577,N8878L,2024-02-05 18:15:00,2.3e-05,0
F00218578,N900WN,2024-02-05 18:15:00,0.002073,0
F00218579,N921AT,2024-02-05 18:15:00,0.003533,0
F00218580,N946DZ,2024-02-05 18:15:00,0.000388,0
F00218581,N964SW,2024-02-05 18:15:00,7.4e-05,0
F00218582,N926NN,2024-02-05 18:16:00,0.000142,0
F00218583,N341SV,2024-02-05 18:17:00,6.1e-05,0
F00218584,N587UW,2024-02-05 18:17:00,5.1e-05,0
F00218585,N713UW,2024-02-05 18:18:00,0.501554,1
F00218586,N438AN,2024-02-05 18:19:00,3.6e-05,0
F00218587,N508AY,2024-02-05 18:19:00,0.000415,0
F00218588,N755US,2024-02-05 18:19:00,0.435889,1
F00218589,N108NN,2024-02-05 18:20:00,9.4e-05,0
F00218590,N1803U,2024-02-05 18:20:00,0.000266,0
F00218591,N1806U,2024-02-05 18:20:00,4.2e-05,0
F00218592,N227WN,2024-02-05 18:20:00,0.002483,0
F00218593,N320DU,2024-02-05 18:20:00,3.7e-05,0
F00218594,N401WN,2024-02-05 18:20:00,0.000155,0
F00218595,N423WN,2024-02-05 18:20:00,0.000211,0
F00218596,N435WN,2024-02-05 18:20:00,9e-05,0
F00218597,N470WN,2024-02-05 18:20:00,0.000974,0
F00218598,N558WN,2024-02-05 18:20:00,0.291378,1
F00218599,N682DA,2024-02-05 18:20:00,0.000344,0
F00218600,N724UW,2024-02-05 18:20:00,0.000467,0
F00218601,N7812G,2024-02-05 18:20:00,0.000128,0
F00218602,N7821L,2024-02-05 18:20:00,2.9e-05,0
F00218603,N806SK,2024-02-05 18:20:00,0.000313,0
F00218604,N833NN,2024-02-05 18:20:00,0.001916,0
F00218605,N840SK,2024-02-05 18:20:00,0.001527,0
F00218606,N8639B,2024-02-05 18:20:00,0.018398,0
F00218607,N8781Q,2024-02-05 18:20:00,0.000767,0
F00218608,N8861Q,2024-02-05 18:20:00,0.002302,0
F00218609,N8917Q,2024-02-05 18:20:00,0.003401,0
F00218610,N952DZ,2024-02-05 18:20:00,3e-05,0
F00218611,N869DN,2024-02-05 18:21:00,0.000246,0
F00218612,N899DN,2024-02-05 18:21:00,0.000287,0
F00218613,N567UW,2024-02-05 18:22:00,4.4e-05,0
F00218614,N699BR,2024-02-05 18:24:00,3.9e-05,0
F00218615,N733UW,2024-02-05 18:24:00,0.012058,0
F00218616,N817NN,2024-02-05 18:24:00,0.000173,0
F00218617,N891NN,2024-02-05 18:24:00,0.000385,0
F00218618,N942AN,2024-02-05 18:24:00,0.000247,0
F00218619,N120SY,2024-02-05 18:25:00,2.1e-05,0
F00218620,N121SY,2024-02-05 18:25:00,0.010859,0
F00218621,N129DU,2024-02-05 18:25:00,3.4e-05,0
F00218622,N1805U,2024-02-05 18:25:00,5.7e-05,0
F00218623,N257SY,2024-02-05 18:25:00,0.000239,0
F00218624,N272WN,2024-02-05 18:25:00,9.6e-05,0
F00218625,N285SY,2024-02-05 18:25:00,0.000485,0
F00218626,N292WN,2024-02-05 18:25:00,5e-05,0
F00218627,N310SY,2024-02-05 18:25:00,0.000376,0
F00218628,N325DN,2024-02-05 18:25:00,0.000376,0
F00218629,N333NB,2024-02-05 18:25:00,7.2e-05,0
F00218630,N334SM,2024-02-05 18:25:00,0.000325,0
F00218631,N368NW,2024-02-05 18:25:00,2.6e-05,0
F00218632,N373DX,2024-02-05 18:25:00,0.000346,0
F00218633,N466SW,2024-02-05 18:25:00,0.171204,1
F00218634,N472WN,2024-02-05 18:25:00,0.00139,0
