line_id,order_id,sku,placed_at,risk_score,hold
L00420907,530648,82583,2010-11-04 08:41:00,0.039482,0
L00420908,530648,35958,2010-11-04 08:41:00,0.031831,0
L00420909,530648,85152,2010-11-04 08:41:00,0.042637,0
L00420910,530648,21165,2010-11-04 08:41:00,0.052166,0
L00420911,530648,21175,2010-11-04 08:41:00,0.038169,0
L00420912,530648,21169,2010-11-04 08:41:00,0.03629,0
L00420913,530648,21166,2010-11-04 08:41:00,0.042606,0
L00420914,530648,21181,2010-11-04 08:41:00,0.050522,0
L00420915,530648,82600,2010-11-04 08:41:00,0.042317,0
L00420916,530648,22690,2010-11-04 08:41:00,0.033837,0
L00420917,530648,21164,2010-11-04 08:41:00,0.02972,0
L00420931,530650,POST,2010-11-04 09:05:00,0.048975,0
L00420932,530650,21754,2010-11-04 09:05:00,0.025358,0
L00420933,530650,22120,2010-11-04 09:05:00,0.013269,0
L00420934,530650,22556,2010-11-04 09:05:00,0.019418,0
L00420935,530650,85049G,2010-11-04 09:05:00,0.013063,0
L00420936,530650,22077,2010-11-04 09:05:00,0.019379,0
L00420937,530650,21844,2010-11-04 09:05:00,0.034809,0
L00420938,530650,22423,2010-11-04 09:05:00,0.09349,1
L00420939,530650,21843,2010-11-04 09:05:00,0.060103,0
L00420940,530650,84352,2010-11-04 09:05:00,0.028048,0
L00420941,530650,22325,2010-11-04 09:05:00,0.138912,1
L00421231,530661,21412,2010-11-04 10:37:00,0.094027,1
L00421232,530661,22561,2010-11-04 10:37:00,0.098835,1
L00421233,530661,84978,2010-11-04 10:37:00,0.049509,0
L00421234,530661,22443,2010-11-04 10:37:00,0.054231,0
L00421235,530661,22943,2010-11-04 10:37:00,0.299676,1
L00421236,530661,85084,2010-11-04 10:37:00,0.0359,0
L00421237,530661,84970S,2010-11-04 10:37:00,0.0398,0
L00421238,530661,85045,2010-11-04 10:37:00,0.036421,0
L00421239,530661,85048,2010-11-04 10:37:00,0.144647,1
L00421240,530661,22468,2010-11-04 10:37:00,0.059239,0
L00421241,530661,22837,2010-11-04 10:37:00,0.039267,0
L00421242,530661,22049,2010-11-04 10:37:00,0.069551,0
L00421243,530661,35961,2010-11-04 10:37:00,0.027964,0
L00421267,530663,21876,2010-11-04 10:43:00,0.032185,0
L00421268,530663,22594,2010-11-04 10:43:00,0.021506,0
L00421269,530663,22595,2010-11-04 10:43:00,0.022285,0
L00421270,530663,22593,2010-11-04 10:43:00,0.021456,0
L00421271,530663,22577,2010-11-04 10:43:00,0.022823,0
L00421272,530663,22186,2010-11-04 10:43:00,0.037063,0
L00421273,530663,22797,2010-11-04 10:43:00,0.100256,1
L00421274,530663,22410,2010-11-04 10:43:00,0.03046,0
L00421275,530663,22855,2010-11-04 10:43:00,0.023932,0
L00421276,530663,20685,2010-11-04 10:43:00,0.025502,0
L00421277,530663,22759,2010-11-04 10:43:00,0.024878,0
L00421278,530663,22278,2010-11-04 10:43:00,0.063599,0
L00421279,530663,48187,2010-11-04 10:43:00,0.025388,0
L00421280,530663,22692,2010-11-04 10:43:00,0.020308,0
L00421281,530663,22505,2010-11-04 10:43:00,0.040158,0
L00421282,530663,22507,2010-11-04 10:43:00,0.023377,0
L00421283,530663,21841,2010-11-04 10:43:00,0.019966,0
L00421291,530666,22328,2010-11-04 10:49:00,0.03105,0
L00421372,530717,85099C,2010-11-04 11:37:00,0.01943,0
L00421373,530717,84880,2010-11-04 11:37:00,0.013673,0
L00421374,530717,22207,2010-11-04 11:37:00,0.015801,0
L00421375,530717,21928,2010-11-04 11:37:00,0.023996,0
L00421376,530717,85099B,2010-11-04 11:37:00,0.041234,0
L00421394,530719,22528,2010-11-04 11:39:00,0.023913,0
L00421396,530719,22488,2010-11-04 11:39:00,0.04499,0
L00421398,530719,22245,2010-11-04 11:39:00,0.023256,0
L00421399,530719,85123A,2010-11-04 11:39:00,0.171864,1
L00421400,530719,22149,2010-11-04 11:39:00,0.048782,0
L00421401,530721,21232,2010-11-04 11:40:00,0.085887,1
L00421402,530721,21231,2010-11-04 11:40:00,0.059107,0
L00421420,530733,22077,2010-11-04 11:48:00,0.018496,0
L00421421,530733,22738,2010-11-04 11:48:00,0.011353,0
L00421423,530733,22426,2010-11-04 11:48:00,0.020111,0
L00421424,530733,22624,2010-11-04 11:48:00,0.0109,0
L00421425,530733,22625,2010-11-04 11:48:00,0.012802,0
L00421426,530733,22627,2010-11-04 11:48:00,0.00901,0
L00421427,530733,35810B,2010-11-04 11:48:00,0.012465,0
L00421428,530733,35809A,2010-11-04 11:48:00,0.009728,0
L00421429,530733,22430,2010-11-04 11:48:00,0.015487,0
L00421430,530733,22361,2010-11-04 11:48:00,0.329856,1
L00421431,530733,22360,2010-11-04 11:48:00,0.206237,1
L00421432,530733,22363,2010-11-04 11:48:00,0.206122,1
L00421433,530733,21786,2010-11-04 11:48:00,0.011616,0
L00421434,530733,21791,2010-11-04 11:48:00,0.012767,0
L00421435,530733,22548,2010-11-04 11:48:00,0.009988,0
L00421436,530733,21790,2010-11-04 11:48:00,0.016341,0
L00421437,530733,22364,2010-11-04 11:48:00,0.183325,1
L00421728,530785,22601,2010-11-04 12:09:00,0.048946,0
L00421729,530785,22600,2010-11-04 12:09:00,0.079571,0
L00421730,530785,22386,2010-11-04 12:09:00,0.113495,1
L00421731,530785,22377,2010-11-04 12:09:00,0.055286,0
L00421732,530785,22321,2010-11-04 12:09:00,0.043988,0
L00421733,530785,84931A,2010-11-04 12:09:00,0.057305,0
L00421734,530785,22524,2010-11-04 12:09:00,0.064838,0
L00421735,530785,84931B,2010-11-04 12:09:00,0.057897,0
L00421736,530785,21499,2010-11-04 12:09:00,0.040462,0
L00421737,530785,21498,2010-11-04 12:09:00,0.041799,0
L00421738,530785,22759,2010-11-04 12:09:00,0.053207,0
L00421739,530785,22139,2010-11-04 12:09:00,0.136922,1
L00421740,530785,22602,2010-11-04 12:09:00,0.060835,0
L00421741,530785,85099B,2010-11-04 12:09:00,0.111295,1
L00421742,530785,22667,2010-11-04 12:09:00,0.21716,1
L00421743,530785,22838,2010-11-04 12:09:00,0.653311,1
L00421744,530785,21990,2010-11-04 12:09:00,0.044971,0
L00421745,530785,21408,2010-11-04 12:09:00,0.041297,0
L00421746,530785,21578,2010-11-04 12:09:00,0.084589,1
L00421747,530785,21580,2010-11-04 12:09:00,0.047294,0
L00421748,530785,20724,2010-11-04 12:09:00,0.073955,0
L00421749,530785,21448,2010-11-04 12:09:00,0.046543,0
L00421750,530785,22521,2010-11-04 12:09:00,0.07278,0
L00421751,530785,22520,2010-11-04 12:09:00,0.073256,0
L00421752,530785,22522,2010-11-04 12:09:00,0.062678,0
L00421753,530785,22906,2010-11-04 12:09:00,0.053867,0
L00421754,530785,22618,2010-11-04 12:09:00,0.597309,1
L00421755,530785,22556,2010-11-04 12:09:00,0.077281,0
L00421756,530785,21239,2010-11-04 12:09:00,0.070256,0
L00421757,530785,22908,2010-11-04 12:09:00,0.054833,0
L00421758,530785,22525,2010-11-04 12:09:00,0.824175,1
L00421759,530785,21212,2010-11-04 12:09:00,0.075721,0
L00421760,530785,22894,2010-11-04 12:09:00,0.097454,1
L00421761,530785,20725,2010-11-04 12:09:00,0.134951,1
L00421762,530785,22328,2010-11-04 12:09:00,0.061508,0
L00421763,530785,21041,2010-11-04 12:09:00,0.054508,0
L00421764,530785,84563B,2010-11-04 12:09:00,0.057317,0
L00421765,530785,21393,2010-11-04 12:09:00,0.20793,1
L00421766,530785,21392,2010-11-04 12:09:00,0.161859,1
L00421767,530785,84997A,2010-11-04 12:09:00,0.042617,0
L00421768,530785,84997B,2010-11-04 12:09:00,0.045327,0
L00421769,530785,84997C,2010-11-04 12:09:00,0.084591,1
L00421770,530785,84997D,2010-11-04 12:09:00,0.049419,0
L00421771,530785,22326,2010-11-04 12:09:00,0.053792,0
L00421772,530785,21240,2010-11-04 12:09:00,0.063665,0
L00421773,530785,21238,2010-11-04 12:09:00,0.075684,0
L00421774,530785,37474,2010-11-04 12:09:00,0.045638,0
L00421775,530785,21246,2010-11-04 12:09:00,0.069393,0
L00421776,530785,20677,2010-11-04 12:09:00,0.047407,0
L00421777,530785,20676,2010-11-04 12:09:00,0.108414,1
L00421778,530785,22907,2010-11-04 12:09:00,0.072344,0
L00421779,530785,20674,2010-11-04 12:09:00,0.085062,1
L00421780,530785,21245,2010-11-04 12:09:00,0.078969,0
L00421781,530785,21244,2010-11-04 12:09:00,0.102365,1
L00421782,530785,21243,2010-11-04 12:09:00,0.040421,0
L00421783,530785,21242,2010-11-04 12:09:00,0.048769,0
L00421784,530785,20675,2010-11-04 12:09:00,0.112255,1
L00421785,530788,22236,2010-11-04 12:10:00,0.414553,1
L00421827,530793,21790,2010-11-04 12:18:00,0.009045,0
L00421828,530793,22489,2010-11-04 12:18:00,0.009427,0
L00421829,530793,85176,2010-11-04 12:18:00,0.009297,0
L00421830,530793,22532,2010-11-04 12:18:00,0.006145,0
L00421831,530793,22759,2010-11-04 12:18:00,0.00645,0
L00421832,530793,22197,2010-11-04 12:18:00,0.012392,0
L00421833,530793,84754,2010-11-04 12:18:00,0.005462,0
L00421834,530793,85178,2010-11-04 12:18:00,0.007385,0
L00421835,530793,21977,2010-11-04 12:18:00,0.005816,0
L00421836,530793,22212,2010-11-04 12:18:00,0.007099,0
L00421837,530793,22417,2010-11-04 12:18:00,0.00529,0
L00421838,530793,84991,2010-11-04 12:18:00,0.007148,0
L00421839,530793,22277,2010-11-04 12:18:00,0.005248,0
L00421840,530793,22748,2010-11-04 12:18:00,0.045029,0
L00421841,530793,22746,2010-11-04 12:18:00,0.00682,0
L00421842,530793,22938,2010-11-04 12:18:00,0.006765,0
L00421843,530793,22900,2010-11-04 12:18:00,0.006424,0
L00421844,530793,22534,2010-11-04 12:18:00,0.006196,0
L00421845,530793,22951,2010-11-04 12:18:00,0.00647,0
L00421846,530793,22535,2010-11-04 12:18:00,0.00815,0
L00421847,530793,22155,2010-11-04 12:18:00,0.005469,0
L00421848,530793,22138,2010-11-04 12:18:00,0.251096,1
L00421849,530793,21491,2010-11-04 12:18:00,0.011197,0
L00421850,530793,22604,2010-11-04 12:18:00,0.00939,0
L00421851,530793,22643,2010-11-04 12:18:00,0.007062,0
L00421852,530793,21811,2010-11-04 12:18:00,0.005816,0
L00421853,530793,22639,2010-11-04 12:18:00,0.005772,0
L00421854,530793,22575,2010-11-04 12:18:00,0.011887,0
L00421855,530793,21811,2010-11-04 12:18:00,0.005766,0
L00421856,530793,21810,2010-11-04 12:18:00,0.00583,0
L00421857,530793,22597,2010-11-04 12:18:00,0.006352,0
L00421858,530793,22153,2010-11-04 12:18:00,0.007594,0
L00421859,530793,22812,2010-11-04 12:18:00,0.008276,0
L00421860,530793,22899,2010-11-04 12:18:00,0.011552,0
L00421861,530793,22575,2010-11-04 12:18:00,0.011807,0
L00421862,530793,22157,2010-11-04 12:18:00,0.005807,0
L00421863,530793,22077,2010-11-04 12:18:00,0.009614,0
L00421864,530793,85049E,2010-11-04 12:18:00,0.006203,0
L00421865,530793,85049A,2010-11-04 12:18:00,0.011648,0
L00421866,530793,22075,2010-11-04 12:18:00,0.005557,0
L00421867,530793,22617,2010-11-04 12:18:00,0.033278,0
L00421868,530793,22529,2010-11-04 12:18:00,0.006353,0
L00421869,530793,22955,2010-11-04 12:18:00,0.007731,0
L00421870,530793,22734,2010-11-04 12:18:00,0.006371,0
L00421871,530793,22795,2010-11-04 12:18:00,0.118243,1
L00421872,530793,22642,2010-11-04 12:18:00,0.005865,0
L00421873,530793,22576,2010-11-04 12:18:00,0.006334,0
L00421874,530793,22601,2010-11-04 12:18:00,0.006049,0
L00421875,530793,22600,2010-11-04 12:18:00,0.01042,0
L00421876,530793,22577,2010-11-04 12:18:00,0.006312,0
L00421877,530793,21819,2010-11-04 12:18:00,0.005757,0
L00421878,530793,22572,2010-11-04 12:18:00,0.006394,0
L00421879,530793,21929,2010-11-04 12:18:00,0.008261,0
L00421880,530793,22663,2010-11-04 12:18:00,0.005901,0
L00421881,530793,22585,2010-11-04 12:18:00,0.009284,0
L00421882,530793,20668,2010-11-04 12:18:00,0.005052,0
L00421883,530793,22767,2010-11-04 12:18:00,0.0249,0
L00421884,530793,22162,2010-11-04 12:18:00,0.005434,0
L00421885,530793,22077,2010-11-04 12:18:00,0.009506,0
L00421886,530793,22150,2010-11-04 12:18:00,0.005095,0
L00421887,530793,22149,2010-11-04 12:18:00,0.008298,0
L00421888,530793,22274,2010-11-04 12:18:00,0.007178,0
L00421889,530793,22816,2010-11-04 12:18:00,0.013149,0
L00421890,530793,22423,2010-11-04 12:18:00,0.041792,0
L00421891,530793,21818,2010-11-04 12:18:00,0.005786,0
L00421892,530793,21811,2010-11-04 12:18:00,0.005716,0
L00421893,530793,22818,2010-11-04 12:18:00,0.006343,0
L00421894,530793,22153,2010-11-04 12:18:00,0.007594,0
L00421895,530793,22699,2010-11-04 12:18:00,0.023387,0
L00421896,530793,22641,2010-11-04 12:18:00,0.006877,0
L00421897,530793,22697,2010-11-04 12:18:00,0.024185,0
L00421898,530793,22732,2010-11-04 12:18:00,0.006363,0
L00421899,530793,22733,2010-11-04 12:18:00,0.006367,0
L00421900,530793,22734,2010-11-04 12:18:00,0.006315,0
L00421901,530793,22451,2010-11-04 12:18:00,0.007258,0
L00421902,530793,22906,2010-11-04 12:18:00,0.006572,0
L00421903,530793,22737,2010-11-04 12:18:00,0.00667,0
L00421904,530793,21212,2010-11-04 12:18:00,0.009413,0
L00421905,530793,22597,2010-11-04 12:18:00,0.006371,0
L00421906,530793,22082,2010-11-04 12:18:00,0.005756,0
L00421907,530793,22736,2010-11-04 12:18:00,0.006372,0
L00421908,530793,22952,2010-11-04 12:18:00,0.008794,0
L00421909,530793,22739,2010-11-04 12:18:00,0.008211,0
L00421910,530793,84754,2010-11-04 12:18:00,0.005485,0
L00421911,530793,20828,2010-11-04 12:18:00,0.007281,0
L00421912,530793,35471D,2010-11-04 12:18:00,0.005643,0
L00421913,530793,22155,2010-11-04 12:18:00,0.005573,0
L00421914,530793,22417,2010-11-04 12:18:00,0.0053,0
L00421915,530795,22867,2010-11-04 12:24:00,0.014322,0
L00421916,530795,22557,2010-11-04 12:24:00,0.020392,0
L00421917,530795,22834,2010-11-04 12:24:00,0.015312,0
L00421918,530795,21980,2010-11-04 12:24:00,0.013297,0
L00421919,530795,22865,2010-11-04 12:24:00,0.019272,0
L00422100,530800,21034,2010-11-04 12:34:00,0.011979,0
L00422101,530800,22867,2010-11-04 12:34:00,0.011226,0
L00422102,530800,21328,2010-11-04 12:34:00,0.005925,0
L00422103,530800,85047,2010-11-04 12:34:00,0.025906,0
L00422104,530800,21491,2010-11-04 12:34:00,0.013709,0
L00422105,530800,22113,2010-11-04 12:34:00,0.011679,0
L00422106,530800,22195,2010-11-04 12:34:00,0.00628,0
L00422107,530800,84946,2010-11-04 12:34:00,0.016952,0
L00422108,530803,90184C,2010-11-04 12:39:00,0.005825,0
L00422109,530803,72799F,2010-11-04 12:39:00,0.005484,0
L00422110,530802,22809,2010-11-04 12:39:00,0.005841,0
L00422111,530802,22810,2010-11-04 12:39:00,0.00579,0
L00422112,530802,20846,2010-11-04 12:39:00,0.005536,0
L00422113,530802,21825,2010-11-04 12:39:00,0.009532,0
L00422114,530802,21824,2010-11-04 12:39:00,0.005368,0
L00422115,530803,21034,2010-11-04 12:39:00,0.009691,0
L00422116,530802,21805,2010-11-04 12:39:00,0.005152,0
L00422117,530802,21807,2010-11-04 12:39:00,0.007593,0
L00422118,530802,21806,2010-11-04 12:39:00,0.005007,0
L00422119,530802,21616,2010-11-04 12:39:00,0.005854,0
L00422120,530802,21619,2010-11-04 12:39:00,0.00587,0
L00422121,530802,21613,2010-11-04 12:39:00,0.005159,0
L00422122,530803,90185C,2010-11-04 12:39:00,0.017886,0
L00422123,530802,21823,2010-11-04 12:39:00,0.007963,0
L00422124,530803,90002A,2010-11-04 12:39:00,0.006129,0
L00422125,530802,21610,2010-11-04 12:39:00,0.005353,0
L00422126,530803,21786,2010-11-04 12:39:00,0.00587,0
L00422127,530803,22167,2010-11-04 12:39:00,0.00859,0
L00422128,530803,22632,2010-11-04 12:39:00,0.012235,0
L00422129,530803,22908,2010-11-04 12:39:00,0.005822,0
L00422130,530803,15056P,2010-11-04 12:39:00,0.060514,0
L00422131,530803,21710,2010-11-04 12:39:00,0.005461,0
L00422132,530803,72801G,2010-11-04 12:39:00,0.005324,0
L00422133,530803,22632,2010-11-04 12:39:00,0.012235,0
L00422134,530803,22072,2010-11-04 12:39:00,0.027971,0
L00422135,530803,22908,2010-11-04 12:39:00,0.005822,0
L00422136,530803,21584,2010-11-04 12:39:00,0.004647,0
L00422137,530803,72800F,2010-11-04 12:39:00,0.005372,0
L00422138,530803,72801G,2010-11-04 12:39:00,0.005406,0
L00422139,530803,22509,2010-11-04 12:39:00,0.012109,0
L00422140,530803,21789,2010-11-04 12:39:00,0.007491,0
L00422141,530803,21788,2010-11-04 12:39:00,0.007018,0
L00422142,530803,21787,2010-11-04 12:39:00,0.00464,0
L00422143,530803,22633,2010-11-04 12:39:00,0.009047,0
L00422144,530802,84879,2010-11-04 12:39:00,0.008318,0
L00422145,530802,22121,2010-11-04 12:39:00,0.004989,0
L00422146,530802,20941,2010-11-04 12:39:00,0.005325,0
L00422162,530802,85123A,2010-11-04 12:39:00,0.028739,0
L00422167,530802,22825,2010-11-04 12:39:00,0.009492,0
L00422168,530802,22044,2010-11-04 12:39:00,0.006292,0
L00422169,530802,84247E,2010-11-04 12:39:00,0.079268,0
L00422170,530802,22818,2010-11-04 12:39:00,0.006038,0
L00422172,530802,22569,2010-11-04 12:39:00,0.0059,0
L00422173,530802,20969,2010-11-04 12:39:00,0.004678,0
L00422174,530802,84006,2010-11-04 12:39:00,0.005246,0
L00422175,530802,22750,2010-11-04 12:39:00,0.00754,0
L00422176,530802,20726,2010-11-04 12:39:00,0.008075,0
L00422177,530802,85231B,2010-11-04 12:39:00,0.004768,0
L00422178,530802,22300,2010-11-04 12:39:00,0.009491,0
L00422179,530802,22301,2010-11-04 12:39:00,0.009745,0
L00422183,530802,84012,2010-11-04 12:39:00,0.005627,0
L00422200,530809,21931,2010-11-04 13:02:00,0.012146,0
L00422201,530809,20713,2010-11-04 13:02:00,0.007869,0
L00422202,530809,85099F,2010-11-04 13:02:00,0.009472,0
L00422203,530809,20711,2010-11-04 13:02:00,0.006655,0
L00422204,530809,22867,2010-11-04 13:02:00,0.007889,0
L00422205,530809,22834,2010-11-04 13:02:00,0.008439,0
L00422206,530809,22651,2010-11-04 13:02:00,0.00685,0
L00422207,530809,85176,2010-11-04 13:02:00,0.009609,0
L00422208,530809,85232B,2010-11-04 13:02:00,0.008688,0
L00422209,530809,84970L,2010-11-04 13:02:00,0.005678,0
L00422210,530809,22663,2010-11-04 13:02:00,0.005953,0
L00422211,530809,84970S,2010-11-04 13:02:00,0.006155,0
L00422212,530809,22614,2010-11-04 13:02:00,0.00591,0
L00422213,530809,21981,2010-11-04 13:02:00,0.005254,0
L00422214,530809,22077,2010-11-04 13:02:00,0.009929,0
L00422215,530809,84380,2010-11-04 13:02:00,0.007504,0
L00422216,530809,21982,2010-11-04 13:02:00,0.005173,0
L00422217,530809,85177,2010-11-04 13:02:00,0.006699,0
L00422218,530809,21929,2010-11-04 13:02:00,0.008393,0
L00422219,530809,22386,2010-11-04 13:02:00,0.014739,0
L00422220,530809,22386,2010-11-04 13:02:00,0.014739,0
L00422221,530809,22570,2010-11-04 13:02:00,0.0076,0
L00422222,530809,47566,2010-11-04 13:02:00,0.008788,0
L00422223,530809,22569,2010-11-04 13:02:00,0.006594,0
L00422224,530809,22568,2010-11-04 13:02:00,0.006513,0
L00422225,530809,20723,2010-11-04 13:02:00,0.007441,0
L00422226,530809,22355,2010-11-04 13:02:00,0.010628,0
L00422227,530809,22661,2010-11-04 13:02:00,0.008074,0
L00422228,530809,22356,2010-11-04 13:02:00,0.008204,0
L00422229,530809,22411,2010-11-04 13:02:00,0.010778,0
L00422230,530809,20724,2010-11-04 13:02:00,0.00942,0
L00422231,530809,20719,2010-11-04 13:02:00,0.012198,0
L00422232,530809,21791,2010-11-04 13:02:00,0.006943,0
L00422233,530809,22548,2010-11-04 13:02:00,0.005727,0
L00422234,530809,22549,2010-11-04 13:02:00,0.005696,0
L00422235,530809,85099B,2010-11-04 13:02:00,0.014428,0
L00422236,530809,22385,2010-11-04 13:02:00,0.01022,0
L00422237,530809,20712,2010-11-04 13:02:00,0.006424,0
L00422238,530809,22615,2010-11-04 13:02:00,0.00615,0
L00422239,530809,22621,2010-11-04 13:02:00,0.00589,0
L00422240,530809,21983,2010-11-04 13:02:00,0.01449,0
L00422241,530809,22210,2010-11-04 13:02:00,0.010546,0
L00422242,530809,21967,2010-11-04 13:02:00,0.005175,0
L00422243,530809,22086,2010-11-04 13:02:00,0.01531,0
L00422244,530809,22739,2010-11-04 13:02:00,0.008466,0
L00422245,530809,22736,2010-11-04 13:02:00,0.00657,0
L00422246,530809,22417,2010-11-04 13:02:00,0.005381,0
L00422247,530809,21976,2010-11-04 13:02:00,0.005249,0
L00422248,530809,20978,2010-11-04 13:02:00,0.005372,0
L00422249,530809,22651,2010-11-04 13:02:00,0.0068,0
L00422250,530809,22738,2010-11-04 13:02:00,0.006555,0
L00422251,530809,22735,2010-11-04 13:02:00,0.006892,0
L00422252,530809,22952,2010-11-04 13:02:00,0.008543,0
L00422253,530809,21212,2010-11-04 13:02:00,0.009535,0
L00422254,530809,16008,2010-11-04 13:02:00,0.008684,0
L00422255,530809,22818,2010-11-04 13:02:00,0.00646,0
L00422256,530809,22840,2010-11-04 13:02:00,0.016312,0
L00422257,530809,22841,2010-11-04 13:02:00,0.012452,0
L00422258,530809,22839,2010-11-04 13:02:00,0.028641,0
L00422259,530809,21980,2010-11-04 13:02:00,0.009337,0
L00422260,530809,22910,2010-11-04 13:02:00,0.012681,0
L00422261,530809,22083,2010-11-04 13:02:00,0.007516,0
L00422262,530809,22838,2010-11-04 13:02:00,0.190094,1
L00422263,530809,21976,2010-11-04 13:02:00,0.005249,0
L00422264,530809,21212,2010-11-04 13:02:00,0.009535,0
L00422265,530809,22081,2010-11-04 13:02:00,0.005365,0
L00422266,530809,22079,2010-11-04 13:02:00,0.005183,0
L00422267,530809,10135,2010-11-04 13:02:00,0.005471,0
L00422268,530809,22208,2010-11-04 13:02:00,0.008113,0
L00422269,530809,22211,2010-11-04 13:02:00,0.006427,0
L00422270,530809,21213,2010-11-04 13:02:00,0.005063,0
L00422271,530809,84970S,2010-11-04 13:02:00,0.00611,0
L00422272,530809,22082,2010-11-04 13:02:00,0.005938,0
L00422273,530809,20979,2010-11-04 13:02:00,0.025547,0
L00422274,530809,20977,2010-11-04 13:02:00,0.005285,0
L00422275,530809,84991,2010-11-04 13:02:00,0.00723,0
L00422276,530809,20980,2010-11-04 13:02:00,0.006944,0
L00422277,530809,21977,2010-11-04 13:02:00,0.005905,0
L00422278,530809,22951,2010-11-04 13:02:00,0.006532,0
L00422279,530809,22079,2010-11-04 13:02:00,0.005183,0
L00422280,530809,84970L,2010-11-04 13:02:00,0.005632,0
L00422281,530809,22952,2010-11-04 13:02:00,0.008623,0
L00422500,530814,22910,2010-11-04 13:10:00,0.103561,1
L00422650,530830,22755,2010-11-04 13:32:00,0.078413,0
L00422651,530830,22738,2010-11-04 13:32:00,0.0611,0
L00422652,530830,22759,2010-11-04 13:32:00,0.062704,0
L00422653,530830,22771,2010-11-04 13:32:00,0.067666,0
L00422654,530830,22197,2010-11-04 13:32:00,0.114461,1
L00422655,530830,22736,2010-11-04 13:32:00,0.061598,0
L00422656,530830,22739,2010-11-04 13:32:00,0.078124,0
L00422657,530830,22737,2010-11-04 13:32:00,0.063594,0
L00422658,530830,22943,2010-11-04 13:32:00,0.421226,1
L00422659,530830,22752,2010-11-04 13:32:00,0.669242,1
L00422660,530830,22198,2010-11-04 13:32:00,0.195944,1
L00422661,530830,21977,2010-11-04 13:32:00,0.056486,0
L00422662,530830,22951,2010-11-04 13:32:00,0.062144,0
L00422663,530830,21213,2010-11-04 13:32:00,0.048786,0
L00422664,530830,21212,2010-11-04 13:32:00,0.088625,1
L00422665,530830,22756,2010-11-04 13:32:00,0.112496,1
L00422666,530830,22170,2010-11-04 13:32:00,0.089042,1
L00422667,530830,22910,2010-11-04 13:32:00,0.11168,1
L00422668,530830,35400,2010-11-04 13:32:00,0.381751,1
L00422669,530830,84993A,2010-11-04 13:32:00,0.054525,0
L00422670,530830,22669,2010-11-04 13:32:00,0.076414,0
L00422671,530830,22571,2010-11-04 13:32:00,0.091444,1
L00422672,530830,47566,2010-11-04 13:32:00,0.083016,1
L00422673,530830,22947,2010-11-04 13:32:00,0.36122,1
L00422674,530830,21491,2010-11-04 13:32:00,0.104792,1
L00422675,530830,20969,2010-11-04 13:32:00,0.051618,0
L00422676,530830,20970,2010-11-04 13:32:00,0.050561,0
L00422677,530830,22750,2010-11-04 13:32:00,0.080868,1
L00422678,530830,22749,2010-11-04 13:32:00,0.061121,0
L00422679,530830,22751,2010-11-04 13:32:00,0.062233,0
L00422680,530830,22180,2010-11-04 13:32:00,0.147027,1
L00422681,530830,47566,2010-11-04 13:32:00,0.081683,1
L00422682,530830,85066,2010-11-04 13:32:00,0.124568,1
L00422683,530830,22355,2010-11-04 13:32:00,0.098515,1
L00422684,530830,22571,2010-11-04 13:32:00,0.090643,1
L00422685,530830,22751,2010-11-04 13:32:00,0.061408,0
L00422686,530830,47590B,2010-11-04 13:32:00,0.061701,0
L00422687,530830,47590A,2010-11-04 13:32:00,0.108963,1
L00422688,530830,84944,2010-11-04 13:32:00,0.489345,1
L00422689,530830,21333,2010-11-04 13:32:00,0.159277,1
L00422690,530830,22149,2010-11-04 13:32:00,0.080696,1
L00422691,530830,22147,2010-11-04 13:32:00,0.067316,0
L00422692,530830,22668,2010-11-04 13:32:00,0.073118,0
L00422693,530830,22436,2010-11-04 13:32:00,0.076904,0
L00422695,530830,22571,2010-11-04 13:32:00,0.090643,1
L00422713,530830,22437,2010-11-04 13:32:00,0.052263,0
L00422718,530830,22586,2010-11-04 13:32:00,0.058458,0
L00422719,530830,21931,2010-11-04 13:32:00,0.110211,1
L00422720,530830,21033,2010-11-04 13:32:00,0.049452,0
L00422721,530830,46000S,2010-11-04 13:32:00,0.049488,0
L00422726,530830,22565,2010-11-04 13:32:00,0.059041,0
L00422727,530830,22566,2010-11-04 13:32:00,0.055417,0
L00423047,530847,21034,2010-11-04 14:39:00,0.011532,0
L00423048,530847,21348,2010-11-04 14:39:00,0.006199,0
L00423049,530847,21288,2010-11-04 14:39:00,0.006281,0
L00423050,530847,22792,2010-11-04 14:39:00,0.008366,0
L00423051,530847,79051A,2010-11-04 14:39:00,0.008794,0
L00423052,530847,79000,2010-11-04 14:39:00,0.00855,0
L00423053,530847,20801,2010-11-04 14:39:00,0.007389,0
L00423054,530847,20803,2010-11-04 14:39:00,0.008135,0
L00423055,530847,20871,2010-11-04 14:39:00,0.009263,0
L00423056,530847,20768,2010-11-04 14:39:00,0.006604,0
L00423057,530847,72816,2010-11-04 14:39:00,0.007298,0
L00423058,530847,22755,2010-11-04 14:39:00,0.009298,0
L00423059,530847,22754,2010-11-04 14:39:00,0.009588,0
L00423060,530847,22753,2010-11-04 14:39:00,0.009534,0
L00423061,530847,22815,2010-11-04 14:39:00,0.008056,0
L00423062,530847,22752,2010-11-04 14:39:00,0.232688,1
L00423063,530847,84526,2010-11-04 14:39:00,0.007413,0
L00423064,530847,72817,2010-11-04 14:39:00,0.007447,0
L00423519,530854,21934,2010-11-04 14:54:00,0.026442,0
L00423524,530859,84879,2010-11-04 14:56:00,0.012706,0
