line_id,f_hour,f_dow,f_month,f_week,f_is_weekend,f_days_since_epoch,f_basket_lines,f_basket_units,f_basket_value,f_line_share,f_sku_age_days,f_sku_is_new,f_sku_orders,f_sku_units,f_sku_mean_price,f_account_tenure_days,f_account_known,f_acct_orders,f_acct_units,f_rate_sku,f_rate_market,f_sku_price_dispersion,f_seasonal,f_sku_velocity,f_sku_price_range,f_peak_month,f_in_peak_month,f_basket_distinct_skus,f_basket_max_line_share,f_basket_mean_line_value,f_price_vs_sku_mean,f_price_vs_market_mean,f_sku_days_since_trade,f_account_days_since_order,f_acct_prior_returns,f_sku_prior_returns,f_acct_return_rate,f_sku_trade_days,f_account_order_gap,f_segment
L00414535,9,0,11,44,0,0,33,42.0,299.48,0.028249,334.0,0,250.0,5517.0,1.67848,-1.0,0,0.0,0.0,0.016621,0.022891,0.49377,0.020073,15.098876,7.4,8.0,0,33.0,0.208461,9.075152,1.680092,0.68217,0.0,-1.0,0.0,4.0,0.024377,155.0,92.509733,0
L00414536,9,0,11,44,0,0,33,42.0,299.48,0.019734,41.0,0,42.0,273.0,3.485238,-1.0,0,0.0,0.0,0.040122,0.022891,0.923719,0.020073,3.996721,3.36,8.0,0,33.0,0.208461,9.075152,1.695723,1.429655,2.0,-1.0,0.0,2.0,0.024377,32.0,92.509733,0
L00414537,9,0,11,44,0,0,33,42.0,299.48,0.042474,16.0,0,26.0,49.0,7.544231,-1.0,0,0.0,0.0,0.010599,0.022891,1.99068,0.020073,0.797143,7.17,8.0,0,33.0,0.208461,9.075152,1.686057,3.077024,0.0,-1.0,0.0,0.0,0.024377,21.0,92.509733,0
L00414538,9,0,11,44,0,0,33,42.0,299.48,0.056698,335.0,0,159.0,614.0,10.437358,-1.0,0,0.0,0.0,0.097696,0.022891,2.5015,0.020073,1.567826,9.4,8.0,0,33.0,0.208461,9.075152,1.626848,4.107536,11.0,-1.0,0.0,17.0,0.024377,70.0,92.509733,0
L00414539,9,0,11,44,0,0,33,42.0,299.48,0.056231,334.0,0,202.0,1612.0,2.545594,-1.0,0,0.0,0.0,0.011205,0.022891,0.729543,0.020073,4.30339,2.61,8.0,0,33.0,0.208461,9.075152,1.653838,1.018417,0.0,-1.0,0.0,2.0,0.024377,129.0,92.509733,0
L00414540,9,0,11,44,0,0,33,42.0,299.48,0.014058,333.0,0,136.0,725.0,2.601544,-1.0,0,0.0,0.0,0.003125,0.022891,0.789839,0.020073,1.887324,2.61,8.0,0,33.0,0.208461,9.075152,1.61827,1.018417,0.0,-1.0,0.0,0.0,0.024377,101.0,92.509733,0
L00414541,9,0,11,44,0,0,33,42.0,299.48,0.025444,334.0,0,184.0,1148.0,4.435543,-1.0,0,0.0,0.0,0.012194,0.022891,1.195995,0.020073,2.595787,4.39,8.0,0,33.0,0.208461,9.075152,1.717941,1.843311,0.0,-1.0,0.0,2.0,0.024377,98.0,92.509733,0
L00414542,9,0,11,44,0,0,33,42.0,299.48,0.009951,129.0,0,2.0,2.0,2.98,-1.0,0,0.0,0.0,0.022161,0.022891,0.0,0.020073,0.002128,0.0,8.0,0,33.0,0.208461,9.075152,1.0,0.720875,29.0,-1.0,0.0,0.0,0.024377,2.0,92.509733,0
L00414543,9,0,11,44,0,0,33,42.0,299.48,0.019734,114.0,0,188.0,790.0,3.285745,-1.0,0,0.0,0.0,0.035998,0.022891,0.614187,0.020073,5.577941,3.36,8.0,0,33.0,0.208461,9.075152,1.798679,1.429655,0.0,-1.0,0.0,7.0,0.024377,92.0,92.509733,0
L00414544,9,0,11,44,0,0,33,42.0,299.48,0.033658,334.0,0,75.0,619.0,1.806,-1.0,0,0.0,0.0,0.026185,0.022891,0.595093,0.020073,1.552394,2.18,8.0,0,33.0,0.208461,9.075152,1.860465,0.812799,1.0,-1.0,0.0,2.0,0.024377,53.0,92.509733,0
L00414545,9,0,11,44,0,0,33,42.0,299.48,0.008381,334.0,0,45.0,1236.0,1.693556,-1.0,0,0.0,0.0,0.007501,0.022891,0.588583,0.020073,3.478857,1.51,8.0,0,33.0,0.208461,9.075152,1.482089,0.60718,6.0,-1.0,0.0,0.0,0.024377,41.0,92.509733,0
L00414546,9,0,11,44,0,0,33,42.0,299.48,0.011219,334.0,0,113.0,937.0,2.155044,-1.0,0,0.0,0.0,0.033741,0.022891,0.718647,0.020073,2.480282,1.98,8.0,0,33.0,0.208461,9.075152,1.559133,0.812799,0.0,-1.0,0.0,4.0,0.024377,82.0,92.509733,0
L00414547,9,0,11,44,0,0,33,42.0,299.48,0.011219,334.0,0,85.0,555.0,1.801294,-1.0,0,0.0,0.0,0.023691,0.022891,0.821683,0.020073,1.545143,2.37,8.0,0,33.0,0.208461,9.075152,1.865326,0.812799,6.0,-1.0,0.0,2.0,0.024377,69.0,92.509733,0
L00414548,9,0,11,44,0,0,33,42.0,299.48,0.042474,129.0,0,6.0,6.0,12.72,-1.0,0,0.0,0.0,0.018751,0.022891,0.0,0.020073,0.025,0.0,8.0,0,33.0,0.208461,9.075152,1.0,3.077024,6.0,-1.0,0.0,0.0,0.024377,5.0,92.509733,0
L00414549,9,0,11,44,0,0,33,42.0,299.48,0.208461,334.0,0,231.0,730.0,141.09974,-1.0,0,0.0,0.0,0.268875,0.022891,103.344967,0.020073,2.061714,922.05,8.0,0,33.0,0.208461,9.075152,0.442453,15.10209,6.0,-1.0,0.0,67.0,0.024377,123.0,92.509733,0
L00414550,9,0,11,44,0,0,33,42.0,299.48,0.022606,334.0,0,93.0,368.0,3.775161,-1.0,0,0.0,0.0,0.066261,0.022891,0.913715,0.020073,0.98892,4.16,8.0,0,33.0,0.208461,9.075152,1.793301,1.637693,1.0,-1.0,0.0,7.0,0.024377,71.0,92.509733,0
L00414551,9,0,11,44,0,0,33,42.0,299.48,0.056698,334.0,0,128.0,445.0,8.146016,-1.0,0,0.0,0.0,0.023564,0.022891,0.701718,0.020073,1.204789,11.0,8.0,0,33.0,0.208461,9.075152,2.084455,4.107536,0.0,-1.0,0.0,3.0,0.024377,101.0,92.509733,0
L00414552,9,0,11,44,0,0,33,42.0,299.48,0.014058,333.0,0,50.0,260.0,2.7432,-1.0,0,0.0,0.0,0.021251,0.022891,1.019024,0.020073,0.698851,3.05,8.0,0,33.0,0.208461,9.075152,1.534704,1.018417,6.0,-1.0,0.0,1.0,0.024377,40.0,92.509733,0
L00414553,9,0,11,44,0,0,33,42.0,299.48,0.025144,334.0,0,138.0,1503.0,1.523768,-1.0,0,0.0,0.0,0.066377,0.022891,0.434014,0.020073,3.624789,1.51,8.0,0,33.0,0.208461,9.075152,1.647232,0.60718,0.0,-1.0,0.0,10.0,0.024377,101.0,92.509733,0
L00414554,9,0,11,44,0,0,33,42.0,299.48,0.056698,335.0,0,98.0,575.0,8.760612,-1.0,0,0.0,0.0,0.063454,0.022891,1.867822,0.020073,1.325281,10.4,8.0,0,33.0,0.208461,9.075152,1.938221,4.107536,0.0,-1.0,0.0,7.0,0.024377,54.0,92.509733,0
L00414555,9,0,11,44,0,0,33,42.0,299.48,0.008381,334.0,0,56.0,433.0,1.347143,-1.0,0,0.0,0.0,0.006415,0.022891,0.249184,0.020073,1.189181,2.13,8.0,0,33.0,0.208461,9.075152,1.863203,0.60718,5.0,-1.0,0.0,0.0,0.024377,48.0,92.509733,0
L00414556,9,0,11,44,0,0,33,42.0,299.48,0.014058,334.0,0,149.0,1146.0,2.558255,-1.0,0,0.0,0.0,0.008802,0.022891,0.78082,0.020073,3.254755,2.8,8.0,0,33.0,0.208461,9.075152,1.645653,1.018417,9.0,-1.0,0.0,1.0,0.024377,97.0,92.509733,0
L00414557,9,0,11,44,0,0,33,42.0,299.48,0.014058,334.0,0,203.0,2342.0,2.311034,-1.0,0,0.0,0.0,0.006671,0.022891,0.64054,0.020073,6.412394,2.9,8.0,0,33.0,0.208461,9.075152,1.821695,1.018417,0.0,-1.0,0.0,1.0,0.024377,141.0,92.509733,0
L00414558,9,0,11,44,0,0,33,42.0,299.48,0.011219,332.0,0,21.0,158.0,2.239524,-1.0,0,0.0,0.0,0.011891,0.022891,0.540227,0.020073,0.393084,3.05,8.0,0,33.0,0.208461,9.075152,1.500319,0.812799,2.0,-1.0,0.0,0.0,0.024377,21.0,92.509733,0
L00414559,9,0,11,44,0,0,33,42.0,299.48,0.005543,289.0,0,6.0,33.0,0.986667,-1.0,0,0.0,0.0,0.018751,0.022891,0.448889,0.020073,0.101064,1.01,8.0,0,33.0,0.208461,9.075152,1.682432,0.401561,29.0,-1.0,0.0,0.0,0.024377,6.0,92.509733,0
L00414560,9,0,11,44,0,0,33,42.0,299.48,0.008381,333.0,0,38.0,239.0,1.415789,-1.0,0,0.0,0.0,0.008406,0.022891,0.28795,0.020073,0.664407,1.26,8.0,0,33.0,0.208461,9.075152,1.772862,0.60718,1.0,-1.0,0.0,0.0,0.024377,35.0,92.509733,0
L00414561,9,0,11,44,0,0,33,42.0,299.48,0.025444,334.0,0,124.0,512.0,4.456855,-1.0,0,0.0,0.0,0.017275,0.022891,1.186328,0.020073,1.360955,4.39,8.0,0,33.0,0.208461,9.075152,1.709726,1.843311,0.0,-1.0,0.0,2.0,0.024377,79.0,92.509733,0
L00414573,9,0,11,44,0,0,1,1.0,92.03,1.0,334.0,0,191.0,983.0,456.56199,189.0,1,364.0,1543.0,0.021268,0.022891,679.893825,0.020073,2.589802,25111.09,10.0,0,1.0,1.0,92.03,0.201572,22.262459,0.0,9.0,4.0,4.0,0.011686,107.0,42.0,2
L00414622,10,0,11,44,0,0,65,239.0,495.79,0.020069,165.0,0,103.0,325.0,10.475049,324.0,1,149.0,459.0,0.060874,0.022891,1.242324,0.020073,1.597312,16.43,11.0,1,60.0,0.083301,7.627538,0.949876,2.406948,0.0,29.0,0.0,7.0,0.002885,74.0,162.5,0
L00414623,10,0,11,44,0,0,65,239.0,495.79,0.020069,231.0,0,80.0,221.0,10.268125,324.0,1,149.0,459.0,0.134875,0.022891,0.758391,0.020073,0.841434,11.89,11.0,1,60.0,0.083301,7.627538,0.969018,2.406948,0.0,29.0,0.0,13.0,0.002885,63.0,162.5,0
L00414624,10,0,11,44,0,0,65,239.0,495.79,0.045382,334.0,0,22.0,87.0,3.954091,324.0,1,149.0,459.0,0.011608,0.022891,0.371074,0.020073,0.169208,4.03,11.0,1,60.0,0.083301,7.627538,0.948385,0.907141,15.0,29.0,0.0,0.0,0.002885,19.0,162.5,0
L00414625,10,0,11,44,0,0,65,239.0,495.79,0.035701,335.0,0,333.0,5795.0,3.337658,324.0,1,149.0,459.0,0.02971,0.022891,0.750857,0.020073,12.557865,4.95,11.0,1,60.0,0.083301,7.627538,0.883853,0.713618,0.0,29.0,0.0,10.0,0.002885,105.0,162.5,0
L00414626,10,0,11,44,0,0,65,239.0,495.79,0.083301,46.0,0,195.0,2526.0,3.113231,324.0,1,149.0,459.0,0.020872,0.022891,0.39239,0.020073,34.098438,6.95,11.0,1,60.0,0.083301,7.627538,0.947569,0.713618,0.0,29.0,0.0,4.0,0.002885,60.0,162.5,0
L00414627,10,0,11,44,0,0,65,239.0,495.79,0.025717,55.0,0,90.0,407.0,4.542222,324.0,1,149.0,459.0,0.077159,0.022891,0.556593,0.020073,5.008219,6.2,11.0,1,60.0,0.083301,7.627538,0.935665,1.028094,0.0,29.0,0.0,8.0,0.002885,51.0,162.5,0
L00414628,10,0,11,44,0,0,65,239.0,495.79,0.036003,103.0,0,75.0,263.0,6.581467,324.0,1,149.0,459.0,0.078816,0.022891,1.12822,0.020073,2.109244,5.92,11.0,1,60.0,0.083301,7.627538,0.904054,1.439331,1.0,29.0,0.0,7.0,0.002885,50.0,162.5,0
L00414629,10,0,11,44,0,0,65,239.0,495.79,0.00595,46.0,0,195.0,2526.0,3.113231,324.0,1,149.0,459.0,0.020872,0.022891,0.39239,0.020073,34.098438,6.95,11.0,1,60.0,0.083301,7.627538,0.947569,0.713618,0.0,29.0,0.0,4.0,0.002885,60.0,162.5,0
L00414630,10,0,11,44,0,0,65,239.0,495.79,0.019968,46.0,0,177.0,5091.0,0.64904,324.0,1,149.0,459.0,0.012627,0.022891,0.188148,0.020073,70.75873,1.71,11.0,1,60.0,0.083301,7.627538,0.847406,0.133047,0.0,29.0,0.0,2.0,0.002885,58.0,162.5,0
L00414631,10,0,11,44,0,0,65,239.0,495.79,0.047601,332.0,0,161.0,1697.0,3.081801,324.0,1,149.0,459.0,0.030318,0.022891,0.262079,0.020073,4.641808,4.4,11.0,1,60.0,0.083301,7.627538,0.957232,0.713618,0.0,29.0,0.0,5.0,0.002885,76.0,162.5,0
L00414632,10,0,11,44,0,0,65,239.0,495.79,0.00595,335.0,0,123.0,910.0,3.081057,324.0,1,149.0,459.0,0.024388,0.022891,0.529831,0.020073,2.48507,4.79,11.0,1,60.0,0.083301,7.627538,0.957464,0.713618,1.0,29.0,0.0,3.0,0.002885,83.0,162.5,0
L00414633,10,0,11,44,0,0,65,239.0,495.79,0.004236,51.0,0,217.0,2088.0,2.280507,324.0,1,149.0,459.0,0.010496,0.022891,0.342589,0.020073,25.908219,3.21,11.0,1,60.0,0.083301,7.627538,0.920848,0.507999,0.0,29.0,0.0,2.0,0.002885,61.0,162.5,0
L00414634,10,0,11,44,0,0,65,239.0,495.79,0.025414,333.0,0,50.0,260.0,2.7432,324.0,1,149.0,459.0,0.021251,0.022891,1.019024,0.020073,0.698851,3.05,11.0,1,60.0,0.083301,7.627538,0.765529,0.507999,6.0,29.0,0.0,1.0,0.002885,40.0,162.5,0
L00414635,10,0,11,44,0,0,65,239.0,495.79,0.004236,51.0,0,184.0,2061.0,2.262935,324.0,1,149.0,459.0,0.00239,0.022891,0.322814,0.020073,24.387671,3.21,11.0,1,60.0,0.083301,7.627538,0.927998,0.507999,0.0,29.0,0.0,0.0,0.002885,60.0,162.5,0
L00414636,10,0,11,44,0,0,65,239.0,495.79,0.017144,164.0,0,97.0,258.0,8.722784,324.0,1,149.0,459.0,0.046902,0.022891,0.571993,0.020073,1.250279,12.3,11.0,1,60.0,0.083301,7.627538,0.97446,2.056187,4.0,29.0,0.0,5.0,0.002885,72.0,162.5,0
L00414637,10,0,11,44,0,0,65,239.0,495.79,0.010085,334.0,0,123.0,1458.0,1.411138,324.0,1,149.0,459.0,0.045367,0.022891,0.305702,0.020073,3.84382,1.51,11.0,1,60.0,0.083301,7.627538,0.88581,0.30238,0.0,29.0,0.0,6.0,0.002885,99.0,162.5,0
L00414638,10,0,11,44,0,0,65,239.0,495.79,0.007564,87.0,0,46.0,276.0,1.606087,324.0,1,149.0,459.0,0.03769,0.022891,0.510907,0.020073,2.712632,1.26,11.0,1,60.0,0.083301,7.627538,0.778289,0.30238,9.0,29.0,0.0,2.0,0.002885,32.0,162.5,0
L00414639,10,0,11,44,0,0,65,239.0,495.79,0.005143,87.0,0,84.0,617.0,0.964167,324.0,1,149.0,459.0,0.014303,0.022891,0.19881,0.020073,5.639423,0.94,11.0,1,60.0,0.083301,7.627538,0.88159,0.205619,0.0,29.0,0.0,1.0,0.002885,48.0,162.5,0
L00414640,10,0,11,44,0,0,65,239.0,495.79,0.012707,37.0,0,118.0,614.0,2.252203,324.0,1,149.0,459.0,0.075997,0.022891,0.292413,0.020073,8.661404,3.21,11.0,1,60.0,0.083301,7.627538,0.93242,0.507999,0.0,29.0,0.0,10.0,0.002885,46.0,162.5,0
L00414641,10,0,11,44,0,0,65,239.0,495.79,0.008471,37.0,0,61.0,244.0,2.177049,324.0,1,149.0,459.0,0.043056,0.022891,0.157571,0.020073,3.233333,3.1,11.0,1,60.0,0.083301,7.627538,0.964608,0.507999,0.0,29.0,0.0,3.0,0.002885,34.0,162.5,0
L00414642,10,0,11,44,0,0,65,239.0,495.79,0.008471,37.0,0,96.0,458.0,2.278229,324.0,1,149.0,459.0,0.004203,0.022891,0.337378,0.020073,6.487719,3.1,11.0,1,60.0,0.083301,7.627538,0.921769,0.507999,0.0,29.0,0.0,0.0,0.002885,42.0,162.5,0
L00414643,10,0,11,44,0,0,65,239.0,495.79,0.020069,9.0,0,32.0,71.0,11.117812,324.0,1,149.0,459.0,0.047837,0.022891,2.315547,0.020073,2.033333,11.88,11.0,1,60.0,0.083301,7.627538,0.89496,2.406948,0.0,29.0,0.0,2.0,0.002885,18.0,162.5,0
L00414644,10,0,11,44,0,0,65,239.0,495.79,0.010085,334.0,0,169.0,1897.0,1.433846,324.0,1,149.0,459.0,0.044908,0.022891,0.331288,0.020073,5.210986,2.3,11.0,1,60.0,0.083301,7.627538,0.871781,0.30238,0.0,29.0,0.0,8.0,0.002885,126.0,162.5,0
L00414645,10,0,11,44,0,0,65,239.0,495.79,0.010085,334.0,0,88.0,693.0,1.443977,324.0,1,149.0,459.0,0.032292,0.022891,0.339189,0.020073,1.767042,1.45,11.0,1,60.0,0.083301,7.627538,0.865665,0.30238,0.0,29.0,0.0,3.0,0.002885,76.0,162.5,0
L00414646,10,0,11,44,0,0,65,239.0,495.79,0.010085,334.0,0,147.0,1762.0,1.542653,324.0,1,149.0,459.0,0.008907,0.022891,0.477104,0.020073,4.766573,2.3,11.0,1,60.0,0.083301,7.627538,0.810292,0.30238,0.0,29.0,0.0,1.0,0.002885,113.0,162.5,0
L00414647,10,0,11,44,0,0,65,239.0,495.79,0.007564,334.0,0,178.0,1372.0,1.571742,324.0,1,149.0,459.0,0.012563,0.022891,0.488035,0.020073,3.798592,2.11,11.0,1,60.0,0.083301,7.627538,0.795296,0.30238,0.0,29.0,0.0,2.0,0.002885,116.0,162.5,0
L00414648,10,0,11,44,0,0,65,239.0,495.79,0.020069,9.0,0,32.0,71.0,11.117812,324.0,1,149.0,459.0,0.047837,0.022891,2.315547,0.020073,2.033333,11.88,11.0,1,60.0,0.083301,7.627538,0.89496,2.406948,0.0,29.0,0.0,2.0,0.002885,18.0,162.5,0
L00414649,10,0,11,44,0,0,65,239.0,495.79,0.012001,164.0,0,160.0,714.0,5.689125,324.0,1,149.0,459.0,0.06382,0.022891,1.457875,0.020073,3.668681,4.72,11.0,1,60.0,0.083301,7.627538,1.045855,1.439331,1.0,29.0,0.0,11.0,0.002885,94.0,162.5,0
L00414650,10,0,11,44,0,0,65,239.0,495.79,0.020069,165.0,0,100.0,266.0,10.1028,324.0,1,149.0,459.0,0.062396,0.022891,0.502488,0.020073,1.267204,16.45,11.0,1,60.0,0.083301,7.627538,0.984875,2.406948,0.0,29.0,0.0,7.0,0.002885,76.0,162.5,0
L00414651,10,0,11,44,0,0,65,239.0,495.79,0.003328,333.0,0,55.0,469.0,1.840364,324.0,1,149.0,459.0,0.0065,0.022891,0.339193,0.020073,1.246921,1.78,11.0,1,60.0,0.083301,7.627538,0.896562,0.399142,14.0,29.0,0.0,0.0,0.002885,46.0,162.5,0
L00414652,10,0,11,44,0,0,65,239.0,495.79,0.003328,333.0,0,55.0,469.0,1.840364,324.0,1,149.0,459.0,0.0065,0.022891,0.339193,0.020073,1.246921,1.78,11.0,1,60.0,0.083301,7.627538,0.896562,0.399142,14.0,29.0,0.0,0.0,0.002885,46.0,162.5,0
L00414653,10,0,11,44,0,0,65,239.0,495.79,0.007866,334.0,0,188.0,2340.0,2.330798,324.0,1,149.0,459.0,0.011959,0.022891,0.660686,0.020073,6.392676,3.41,11.0,1,60.0,0.083301,7.627538,0.836623,0.471714,0.0,29.0,0.0,2.0,0.002885,135.0,162.5,0
L00414654,10,0,11,44,0,0,65,239.0,495.79,0.00595,335.0,0,85.0,470.0,3.584824,324.0,1,149.0,459.0,0.004643,0.022891,1.066087,0.020073,1.257265,4.79,11.0,1,60.0,0.083301,7.627538,0.822914,0.713618,2.0,29.0,0.0,0.0,0.002885,69.0,162.5,0
L00414655,10,0,11,44,0,0,65,239.0,495.79,0.00595,333.0,0,68.0,294.0,3.414412,324.0,1,149.0,459.0,0.016904,0.022891,0.818867,0.020073,0.766102,4.06,11.0,1,60.0,0.083301,7.627538,0.863985,0.713618,1.0,29.0,0.0,1.0,0.002885,59.0,162.5,0
L00414656,10,0,11,44,0,0,65,239.0,495.79,0.006656,282.0,0,342.0,3978.0,1.732222,324.0,1,149.0,459.0,0.009634,0.022891,0.202859,0.020073,12.611628,4.21,11.0,1,60.0,0.083301,7.627538,0.952534,0.399142,0.0,29.0,0.0,3.0,0.002885,185.0,162.5,0
L00414657,10,0,11,44,0,0,65,239.0,495.79,0.006656,335.0,0,514.0,7034.0,1.937626,324.0,1,149.0,459.0,0.053347,0.022891,0.541362,0.020073,19.403099,3.87,11.0,1,60.0,0.083301,7.627538,0.851557,0.399142,0.0,29.0,0.0,28.0,0.002885,236.0,162.5,0
L00414658,10,0,11,44,0,0,65,239.0,495.79,0.006656,279.0,0,358.0,3649.0,1.824441,324.0,1,149.0,459.0,0.043618,0.022891,0.337927,0.020073,11.942525,3.61,11.0,1,60.0,0.083301,7.627538,0.904386,0.399142,0.0,29.0,0.0,16.0,0.002885,191.0,162.5,0
L00414659,10,0,11,44,0,0,65,239.0,495.79,0.01311,334.0,0,93.0,368.0,3.775161,324.0,1,149.0,459.0,0.066261,0.022891,0.913715,0.020073,0.98892,4.16,11.0,1,60.0,0.083301,7.627538,0.86089,0.786189,1.0,29.0,0.0,7.0,0.002885,71.0,162.5,0
L00414660,10,0,11,44,0,0,65,239.0,495.79,0.00595,333.0,0,48.0,215.0,3.628125,324.0,1,149.0,459.0,0.00717,0.022891,1.062109,0.020073,0.584814,3.49,11.0,1,60.0,0.083301,7.627538,0.813092,0.713618,1.0,29.0,0.0,0.0,0.002885,42.0,162.5,0
L00414661,10,0,11,44,0,0,65,239.0,495.79,0.01311,334.0,0,114.0,593.0,3.861667,324.0,1,149.0,459.0,0.018564,0.022891,1.035205,0.020073,1.595198,4.16,11.0,1,60.0,0.083301,7.627538,0.841606,0.786189,1.0,29.0,0.0,2.0,0.002885,88.0,162.5,0
L00414662,10,0,11,44,0,0,65,239.0,495.79,0.024002,164.0,0,160.0,714.0,5.689125,324.0,1,149.0,459.0,0.06382,0.022891,1.457875,0.020073,3.668681,4.72,11.0,1,60.0,0.083301,7.627538,1.045855,1.439331,1.0,29.0,0.0,11.0,0.002885,94.0,162.5,0
L00414663,10,0,11,44,0,0,65,239.0,495.79,0.006858,334.0,0,154.0,1496.0,0.966104,324.0,1,149.0,459.0,0.020043,0.022891,0.207787,0.020073,4.182857,0.98,11.0,1,60.0,0.083301,7.627538,0.879823,0.205619,6.0,29.0,0.0,3.0,0.002885,111.0,162.5,0
L00414664,10,0,11,44,0,0,65,239.0,495.79,0.006858,334.0,0,173.0,1943.0,0.971561,324.0,1,149.0,459.0,0.028433,0.022891,0.218606,0.020073,5.178371,1.79,11.0,1,60.0,0.083301,7.627538,0.874881,0.205619,0.0,29.0,0.0,5.0,0.002885,128.0,162.5,0
L00414665,10,0,11,44,0,0,65,239.0,495.79,0.006858,334.0,0,158.0,1628.0,1.010316,324.0,1,149.0,459.0,0.025211,0.022891,0.269753,0.020073,4.521902,1.79,11.0,1,60.0,0.083301,7.627538,0.841321,0.205619,9.0,29.0,0.0,4.0,0.002885,116.0,162.5,0
L00414666,10,0,11,44,0,0,65,239.0,495.79,0.0119,334.0,0,222.0,1614.0,3.383784,324.0,1,149.0,459.0,0.006147,0.022891,0.778244,0.020073,4.116573,4.22,11.0,1,60.0,0.083301,7.627538,0.871805,0.713618,0.0,29.0,0.0,1.0,0.002885,117.0,162.5,0
L00414667,10,0,11,44,0,0,65,239.0,495.79,0.019968,335.0,0,307.0,1364.0,5.359544,324.0,1,149.0,459.0,0.206384,0.022891,0.823779,0.020073,3.94139,7.64,11.0,1,60.0,0.083301,7.627538,0.923586,1.197427,25.0,29.0,0.0,67.0,0.002885,174.0,162.5,0
L00414668,10,0,11,44,0,0,65,239.0,495.79,0.021178,334.0,0,80.0,2325.0,0.418,324.0,1,149.0,459.0,0.004875,0.022891,0.0039,0.020073,6.016949,0.08,11.0,1,60.0,0.083301,7.627538,1.004785,0.1016,2.0,29.0,0.0,0.0,0.002885,71.0,162.5,0
L00414669,10,0,11,44,0,0,65,239.0,495.79,0.021178,334.0,0,95.0,3100.0,0.416632,324.0,1,149.0,459.0,0.004239,0.022891,0.006453,0.020073,8.283898,0.08,11.0,1,60.0,0.083301,7.627538,1.008085,0.1016,2.0,29.0,0.0,0.0,0.002885,80.0,162.5,0
L00414670,10,0,11,44,0,0,65,239.0,495.79,0.012001,104.0,0,85.0,324.0,6.573294,324.0,1,149.0,459.0,0.07131,0.022891,1.140008,0.020073,2.517797,7.77,11.0,1,60.0,0.083301,7.627538,0.905178,1.439331,0.0,29.0,0.0,7.0,0.002885,53.0,162.5,0
L00414671,10,0,11,44,0,0,65,239.0,495.79,0.007866,275.0,0,200.0,2611.0,2.10165,324.0,1,149.0,459.0,0.029489,0.022891,0.316585,0.020073,8.691246,3.41,11.0,1,60.0,0.083301,7.627538,0.927842,0.471714,0.0,29.0,0.0,6.0,0.002885,135.0,162.5,0
L00414672,10,0,11,44,0,0,65,239.0,495.79,0.030255,334.0,0,220.0,1611.0,3.969409,324.0,1,149.0,459.0,0.006198,0.022891,0.435797,0.020073,4.429915,4.39,11.0,1,60.0,0.083301,7.627538,0.944725,0.907141,5.0,29.0,0.0,1.0,0.002885,144.0,162.5,0
L00414673,10,0,11,44,0,0,65,239.0,495.79,0.007564,335.0,0,155.0,551.0,4.352839,324.0,1,149.0,459.0,0.019929,0.022891,1.028282,0.020073,1.483099,4.39,11.0,1,60.0,0.083301,7.627538,0.861507,0.907141,1.0,29.0,0.0,3.0,0.002885,113.0,162.5,0
L00414674,10,0,11,44,0,0,65,239.0,495.79,0.007866,334.0,0,413.0,5554.0,2.253341,324.0,1,149.0,459.0,0.031149,0.022891,0.557835,0.020073,14.986798,3.41,11.0,1,60.0,0.083301,7.627538,0.865382,0.471714,0.0,29.0,0.0,13.0,0.002885,211.0,162.5,0
L00414675,10,0,11,44,0,0,65,239.0,495.79,0.007866,275.0,0,362.0,5534.0,2.092928,324.0,1,149.0,459.0,0.027454,0.022891,0.305894,0.020073,17.83468,3.41,11.0,1,60.0,0.083301,7.627538,0.931709,0.471714,0.0,29.0,0.0,10.0,0.002885,197.0,162.5,0
L00414676,10,0,11,44,0,0,65,239.0,495.79,0.00595,335.0,0,85.0,470.0,3.584824,324.0,1,149.0,459.0,0.004643,0.022891,1.066087,0.020073,1.257265,4.79,11.0,1,60.0,0.083301,7.627538,0.822914,0.713618,2.0,29.0,0.0,0.0,0.002885,69.0,162.5,0
L00414677,10,0,11,44,0,0,65,239.0,495.79,0.005849,220.0,0,128.0,1087.0,1.684062,324.0,1,149.0,459.0,0.003294,0.022891,0.418984,0.020073,4.39876,2.11,11.0,1,60.0,0.083301,7.627538,0.861013,0.350761,0.0,29.0,0.0,0.0,0.002885,90.0,162.5,0
L00414678,10,0,11,44,0,0,65,239.0,495.79,0.005042,334.0,0,263.0,3218.0,1.47289,324.0,1,149.0,459.0,0.00879,0.022891,0.377674,0.020073,8.504494,1.89,11.0,1,60.0,0.083301,7.627538,0.848672,0.30238,0.0,29.0,0.0,2.0,0.002885,160.0,162.5,0
L00414679,10,0,11,44,0,0,65,239.0,495.79,0.007866,335.0,0,285.0,5190.0,2.25014,324.0,1,149.0,459.0,0.021271,0.022891,0.581295,0.020073,14.383146,3.41,11.0,1,60.0,0.083301,7.627538,0.866613,0.471714,0.0,29.0,0.0,6.0,0.002885,171.0,162.5,0
L00414680,10,0,11,44,0,0,65,239.0,495.79,0.013635,334.0,0,126.0,1547.0,1.855476,324.0,1,149.0,459.0,0.010189,0.022891,0.327283,0.020073,4.319718,2.76,11.0,1,60.0,0.083301,7.627538,0.910817,0.408818,0.0,29.0,0.0,1.0,0.002885,99.0,162.5,0
